NDB_No,Shrt_Desc,Main food description,Food code,FoodCategory
14143,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE","Soft drink, cream soda, diet",92410420,Nonalcoholic beverages
14143,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE","Soft drink, fruit flavored, diet, caffeine free",92410520,Nonalcoholic beverages
14143,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE","Soft drink, ginger ale, diet",92410620,Nonalcoholic beverages
14143,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE","Soft drink, root beer, diet",92410720,Nonalcoholic beverages
14145,"CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE","Soft drink, fruit flavored, caffeine free",92410510,Nonalcoholic beverages
14146,"CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN","Soft drink, cola, decaffeinated, diet",92410350,Nonalcoholic beverages
14146,"CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN","Soft drink, pepper type, decaffeinated, diet",92410400,Nonalcoholic beverages
14147,"CARBONATED BEV,COLA,WO/CAFFEINE","Soft drink, cola, decaffeinated",92410340,Nonalcoholic beverages
14147,"CARBONATED BEV,COLA,WO/CAFFEINE","Soft drink, pepper type, decaffeinated",92410390,Nonalcoholic beverages
14148,"CARBONATED BEV,COLA","Soft drink, NFS",92400000,Nonalcoholic beverages
14148,"CARBONATED BEV,COLA","Soft drink, cola",92410310,Nonalcoholic beverages
14148,"CARBONATED BEV,COLA","Soft drink, pepper type",92410360,Nonalcoholic beverages
14148,"CARBONATED BEV,COLA","Soft drink, cola, fruit or vanilla flavored",92411510,Nonalcoholic beverages
14148,"CARBONATED BEV,COLA","Soft drink, cola, chocolate flavored",92411520,Nonalcoholic beverages
14149,"CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS","Soft drink, cola, reduced sugar",92410315,Nonalcoholic beverages
14151,"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF","Soft drink, fruit flavored, caffeine containing, diet",92410560,Nonalcoholic beverages
14154,"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",Energy drink (Red Bull),95310600,"Energy drinks, sports drinks etc"
14154,"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",Energy Drink,95311000,"Energy drinks, sports drinks etc"
14155,"CARBONATED BEV,TONIC H2O","Carbonated water, sweetened",92410110,Nonalcoholic beverages
14156,"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12","Energy drink, sugar-free (Red Bull)",95312600,"Energy drinks, sports drinks etc"
14156,"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12",Energy drink (XS),95312900,"Energy drinks, sports drinks etc"
14156,"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12",Energy drink (XS Gold Plus),95312905,"Energy drinks, sports drinks etc"
14157,"CARBONATED BEV,ROOT BEER","Soft drink, root beer",92410710,Nonalcoholic beverages
14192,"COCOA MIX,PDR","Hot chocolate / Cocoa, dry mix, not reconstituted",11830100,Milk and Milk Products
14196,"COCOA MIX,NO SUGAR ADDED,PDR","Hot chocolate / Cocoa, dry mix, no sugar added, not reconstituted",11830115,Milk and Milk Products
14201,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED","Coffee, NS as to brewed or instant, decaffeinated",92111000,Nonalcoholic beverages
14201,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED","Coffee, brewed, decaffeinated",92111010,Nonalcoholic beverages
14201,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED","Coffee and chicory, brewed, decaffeinated",92152010,Nonalcoholic beverages
14202,"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED","Coffee, espresso, decaffeinated",92101630,Nonalcoholic beverages
14203,"COFFEE,INST,REG,PDR,HALF THE CAFFEINE","Coffee, instant, 50% less caffeine, not reconstituted",92191105,Nonalcoholic beverages
14204,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED","Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted",92192040,Nonalcoholic beverages
14209,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O","Coffee, NS as to type",92100000,Nonalcoholic beverages
14209,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O","Coffee, NS as to brewed or instant",92100500,Nonalcoholic beverages
14209,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O","Coffee, brewed",92101000,Nonalcoholic beverages
14209,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O","Coffee, brewed, flavored",92101700,Nonalcoholic beverages
14209,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O","Coffee and chicory, brewed",92152000,Nonalcoholic beverages
14210,"COFFEE,BREWED,ESPRESSO,REST-PREP","Coffee, espresso",92101610,Nonalcoholic beverages
14214,"COFFEE,INST,REG,PDR","Coffee, instant, not reconstituted ",92191100,Nonalcoholic beverages
14218,"COFFEE,INST,DECAFFEINATED,PDR","Coffee, instant, decaffeinated, not reconstituted ",92191200,Nonalcoholic beverages
14224,"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR","Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",92192000,Nonalcoholic beverages
14236,"COFFEE SUB,CRL GRAIN BEV,PDR","Coffee substitute, dry powder",92291300,Nonalcoholic beverages
14237,"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",Coffee substitute,92201010,Nonalcoholic beverages
14242,"CRANBERRY JUC COCKTAIL,BTLD","Cranberry juice drink, with high vitamin C",92530510,Nonalcoholic beverages
14292,"LEMONADE,FRZ CONC,WHITE","Lemonade, frozen concentrate, not reconstituted",92511000,Nonalcoholic beverages
14296,"LEMONADE-FLAVOR DRK,PDR","Fruit flavored drink, powdered, not reconstituted",92900110,Nonalcoholic beverages
14296,"LEMONADE-FLAVOR DRK,PDR","Sports drink, dry concentrate, not reconstituted",92900300,Nonalcoholic beverages
14305,"MALT BEV,INCL NON-ALCOHOLIC BEER",Nonalcoholic malt beverage,92803000,Nonalcoholic beverages
14315,"BEVERAGES,OVALTINE,CHOC MALT PDR","Milk, malted, dry mix, not reconstituted",11830260,Milk and Milk Products
14347,"SHAKE,FAST FOOD,VANILLA","Milk shake, fast food, flavors other than chocolate",11542200,Milk and Milk Products
14347,"SHAKE,FAST FOOD,VANILLA","Milk shake, bottled, flavors other than chocolate",11543010,Milk and Milk Products
14350,"STRAWBERRY-FLAVOR BEV MIX,PDR","Strawberry beverage powder, dry mix, not reconstituted",11830400,Milk and Milk Products
14352,"TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED","Tea, hot, leaf, black, decaffeinated",92302500,Nonalcoholic beverages
14352,"TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED","Tea, iced, brewed, black, decaffeinated, unsweetened",92308050,Nonalcoholic beverages
14352,"TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED","Tea, iced, bottled, black, decaffeinated, unsweetened",92309050,Nonalcoholic beverages
14355,"TEA,BLACK,BREWED,PREP W/ TAP H2O","Tea, hot, leaf, black",92302000,Nonalcoholic beverages
14355,"TEA,BLACK,BREWED,PREP W/ TAP H2O","Tea, iced, brewed, black, unsweetened",92308020,Nonalcoholic beverages
14366,"TEA,INST,UNSWTND,PDR","Tea, iced, instant, black, unsweetened, dry",92307000,Nonalcoholic beverages
14370,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR","Tea, iced, instant, black, pre-sweetened, dry",92307400,Nonalcoholic beverages
14376,"TEA,INST,SWTND W/ NON-NUTRITIVE SWTNR,LEMON-FLAVORED,PREP","Tea, iced, instant, black, pre-sweetened with low calorie sweetner",92305090,Nonalcoholic beverages
14381,"TEA,HERB,OTHER THAN CHAMOMILE,BREWED","Tea, hot, herbal",92306000,Nonalcoholic beverages
14407,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR","Fruit flavored drink, with high vitamin C, powdered, not reconstituted",92900100,Nonalcoholic beverages
14411,"WATER,TAP,DRINKING","Water, tap",94000100,Water
14414,"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF","Cordial or liqueur, coffee flavored",93202000,Alcoholic beverages
14415,"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF",Liqueur with cream,93301450,Alcoholic beverages
14416,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF","Soft drink, NFS, diet",92400100,Nonalcoholic beverages
14416,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF","Soft drink, cola, diet",92410320,Nonalcoholic beverages
14416,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF","Soft drink, pepper type, diet",92410370,Nonalcoholic beverages
14416,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF","Soft drink, chocolate flavored, diet",92410820,Nonalcoholic beverages
14416,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF","Soft drink, cola, fruit or vanilla flavored, diet",92411610,Nonalcoholic beverages
14416,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF","Soft drink, cola, chocolate flavored, diet",92411620,Nonalcoholic beverages
14436,"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR","Fruit juice drink, added calcium (Sunny D)",92582110,Nonalcoholic beverages
14460,"BEVERAGES,PEPSICO QUAKER,GATORADE,G PERFORMANCE O 2,RTD.",Sports drink (Gatorade G),95320200,"Energy drinks, sports drinks etc"
14460,"BEVERAGES,PEPSICO QUAKER,GATORADE,G PERFORMANCE O 2,RTD.","Sports drink, NFS",95321000,"Energy drinks, sports drinks etc"
14461,"BEVERAGES,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD",Sports drink (Powerade),95320500,"Energy drinks, sports drinks etc"
14462,"BEVERAGES,PROPEL ZERO,FRUIT-FLAVORED,NON-CARBONATED","Water, bottled, flavored (Propel Water)",94210100,Water
14545,"TEA,HERB,CHAMOMILE,BREWED","Tea, hot, chamomile",92306700,Nonalcoholic beverages
14552,"CARBONATED BEV,CHOCOLATE-FLAVORED SODA","Soft drink, chocolate flavored",92410810,Nonalcoholic beverages
14553,"WINE,NON-ALCOHOLIC","Wine, nonalcoholic",92801000,Nonalcoholic beverages
14553,"WINE,NON-ALCOHOLIC","Wine, light, nonalcoholic",92802000,Nonalcoholic beverages
14555,"WATER,BTLD,GENERIC","Water, bottled, unsweetened",94100100,Water
14599,"BEVERAGES,POWERADE ZERO ION4,CALORIE-FREE,ASSORTED FLAVORS","Water, bottled, flavored, sugar free (SoBe)",94220310,Water
14604,"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR","Water, bottled, sweetened, with low calorie sweetener",94100200,Water
14605,"BEV,H2O W/ ADDED VIT & MIN,BOTTLES,SWTND,AST FRUIT FLAVORS","Water, bottled, flavored (Glaceau Vitamin Water)",94210200,Water
14625,"ENERGY DRK,AMP",Energy drink (Mountain Dew AMP),95310500,"Energy drinks, sports drinks etc"
14626,"ENERGY DRK,FULL THROTTLE",Energy drink (Full Throttle),95310200,"Energy drinks, sports drinks etc"
14627,"ENERGY DRK,MONSTER",Energy drink (Monster),95310400,"Energy drinks, sports drinks etc"
14628,"ENERGY DRK,AMP,SUGAR FREE","Energy drink, sugar free (Mountain Dew AMP)",95312500,"Energy drinks, sports drinks etc"
14629,"ENERGY DRK,ROCKSTAR",Energy drink (Rockstar),95310700,"Energy drinks, sports drinks etc"
14630,"ENERGY DRK,ROCKSTAR,SUGAR FREE","Energy drink, sugar free (Rockstar)",95312700,"Energy drinks, sports drinks etc"
14633,"VEGETABLE & FRUIT JUC DRK,RED CAL,ADDED VIT C","Vegetable and fruit juice drink, with high vitamin C, diet",92550400,Nonalcoholic beverages
14633,"VEGETABLE & FRUIT JUC DRK,RED CAL,ADDED VIT C","Vegetable and fruit juice drink, with high vitamin C, light",92550405,Nonalcoholic beverages
14635,"BEVERAGES,VEG & FRUIT JUC BLEND,W/ ADDED VITAMINS A,C,E","Vegetable and fruit juice, 100% juice, with high vitamin C",78101000,Vegetables
14636,"BEVERAGES,FRUIT JUC DRK,RED SUGAR,W/ VITAMIN E ADDED","Fruit juice drink, light",92550035,Nonalcoholic beverages
14636,"BEVERAGES,FRUIT JUC DRK,RED SUGAR,W/ VITAMIN E ADDED",Fruit juice drink (Capri Sun),92552030,Nonalcoholic beverages
14637,"WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV","Water, bottled, flavored (Capri Sun Roarin' Waters)",94100300,Water
14639,"RICE DRK,UNSWTND,W/ ADDED CA,VITAMINS A & D",Rice milk,11360000,Milk and Milk Products
14640,"ENERGY DRK,VAULT,CITRUS FLAVOR",Energy drink (Vault),95310800,"Energy drinks, sports drinks etc"
14641,"ENERGY DRK,VAULT ZERO,SUGAR-FREE,CITRUS FLAVOR","Energy drink, sugar free (Vault)",95312800,"Energy drinks, sports drinks etc"
14644,"BEVERAGES,PEPSICO QUAKER,GATORADE G2,LO CAL","Sports drink, low calorie (Gatorade G2)",95322200,"Energy drinks, sports drinks etc"
14644,"BEVERAGES,PEPSICO QUAKER,GATORADE G2,LO CAL","Sports drink, low calorie",95323000,"Energy drinks, sports drinks etc"
14645,"FRUIT FLAV DRK,LESS THAN 3% JUC,NOT FORT W/ VIT C",Fruit flavored drink,92511015,Nonalcoholic beverages
14646,"FRUIT FLAV DRK CONTAINING LESS THAN 3% FRUIT JUC,W/ HI VIT C","Fruit flavored drink, with high vitamin C",92530410,Nonalcoholic beverages
14648,"FRUIT JUC DRK,OVER 3% FRUIT JUC,HI VIT C & ADDED THIAMIN",Fruit juice drink (Sunny D),92531030,Nonalcoholic beverages
14649,HIBISCUS TEA,"Tea, hot, hibiscus ",92306090,Nonalcoholic beverages
14651,"FRUIT JUC DRK,GREATER THAN 3% JUC,HI VIT C","Fruit juice drink, with high vitamin C",92530610,Nonalcoholic beverages
14654,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR","Nutritional powder mix, high protein (Herbalife)",95201500,"Energy drinks, sports drinks etc"
14654,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR","Nutritional powder mix, high protein, NFS",95220010,"Energy drinks, sports drinks etc"
15002,"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL","Anchovy, cooked, NS as to cooking method",26101110,"Meat, Poultry, Fish, and Mixtures"
15002,"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL","Anchovy, canned",26101180,"Meat, Poultry, Fish, and Mixtures"
15012,"CAVIAR,BLACK&RED,GRANULAR","Roe, sturgeon",26211100,"Meat, Poultry, Fish, and Mixtures"
15018,"COD,ATLANTIC,DRIED&SALTED","Fish, NS as to type, dried",26100170,"Meat, Poultry, Fish, and Mixtures"
15018,"COD,ATLANTIC,DRIED&SALTED","Cod, dried, salted",26109170,"Meat, Poultry, Fish, and Mixtures"
15027,"FISH,FISH STKS,FRZ,PREP","Fish stick, patty or nugget from fast food",26100260,"Meat, Poultry, Fish, and Mixtures"
15027,"FISH,FISH STKS,FRZ,PREP","Fish stick, patty or nugget from restaurant, home, or other place",26100270,"Meat, Poultry, Fish, and Mixtures"
15028,"FLATFISH (FLOUNDER&SOLE SP),RAW","Flounder, raw",26115000,"Meat, Poultry, Fish, and Mixtures"
15028,"FLATFISH (FLOUNDER&SOLE SP),RAW","Flounder, smoked",26115190,"Meat, Poultry, Fish, and Mixtures"
15035,"HADDOCK,SMOKED","Haddock, smoked",26117190,"Meat, Poultry, Fish, and Mixtures"
15036,"HALIBUT,ATLANTIC&PACIFIC,RAW","Halibut, raw",26118000,"Meat, Poultry, Fish, and Mixtures"
15039,"HERRING,ATLANTIC,RAW","Herring, raw",26119100,"Meat, Poultry, Fish, and Mixtures"
15040,"HERRING,ATLANTIC,CKD,DRY HEAT","Sardines, dried",26139170,"Meat, Poultry, Fish, and Mixtures"
15041,"HERRING,ATLANTIC,PICKLED","Herring, pickled",26119180,"Meat, Poultry, Fish, and Mixtures"
15042,"HERRING,ATLANTIC,KIPPERED","Herring, smoked, kippered",26119190,"Meat, Poultry, Fish, and Mixtures"
15048,"MACKEREL,JACK,CND,DRND SOL","Mackerel, canned",26121180,"Meat, Poultry, Fish, and Mixtures"
15055,"MULLET,STRIPED,RAW","Mullet, raw",26123100,"Meat, Poultry, Fish, and Mixtures"
15057,"OCEAN PERCH,ATLANTIC,RAW","Ocean perch, raw",26125100,"Meat, Poultry, Fish, and Mixtures"
15068,"POMPANO,FLORIDA,RAW","Pompano, raw",26131100,"Meat, Poultry, Fish, and Mixtures"
15072,"ROE,MIXED SPECIES,RAW","Roe, herring",26209100,"Meat, Poultry, Fish, and Mixtures"
15077,"SALMON,CHINOOK,SMOKED","Fish, NS as to type, smoked",26100190,"Meat, Poultry, Fish, and Mixtures"
15077,"SALMON,CHINOOK,SMOKED","Salmon, smoked",26137190,"Meat, Poultry, Fish, and Mixtures"
15083,"SALMON,PINK,RAW","Salmon, raw",26137100,"Meat, Poultry, Fish, and Mixtures"
15083,"SALMON,PINK,RAW","Salmon, dried",26137170,"Meat, Poultry, Fish, and Mixtures"
15088,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE","Sardines, cooked",26139110,"Meat, Poultry, Fish, and Mixtures"
15088,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE","Sardines, canned in oil",26139180,"Meat, Poultry, Fish, and Mixtures"
15089,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE","Sardines, skinless, boneless, packed in water",26139190,"Meat, Poultry, Fish, and Mixtures"
15089,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",Sardines with tomato-based sauce,27150350,"Meat, Poultry, Fish, and Mixtures"
15089,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",Sardines with mustard sauce,27150370,"Meat, Poultry, Fish, and Mixtures"
15090,"SCUP,RAW","Porgy, raw",26133100,"Meat, Poultry, Fish, and Mixtures"
15106,"STURGEON,MXD SP,SMOKED","Sturgeon, smoked",26147190,"Meat, Poultry, Fish, and Mixtures"
15119,"TUNA,LT,CND IN OIL,DRND SOL","Tuna, canned, oil pack",26155180,"Meat, Poultry, Fish, and Mixtures"
15121,"FISH,TUNA,LT,CND IN H2O,DRND SOL","Fish, NS as to type, canned",26100180,"Meat, Poultry, Fish, and Mixtures"
15121,"FISH,TUNA,LT,CND IN H2O,DRND SOL","Tuna, canned, NS as to oil or water pack",26155110,"Meat, Poultry, Fish, and Mixtures"
15121,"FISH,TUNA,LT,CND IN H2O,DRND SOL","Tuna, canned, water pack",26155190,"Meat, Poultry, Fish, and Mixtures"
15127,"TUNA,FRESH,YELLOWFIN,RAW","Tuna, fresh, raw",26153100,"Meat, Poultry, Fish, and Mixtures"
15127,"TUNA,FRESH,YELLOWFIN,RAW","Tuna, fresh, dried",26153170,"Meat, Poultry, Fish, and Mixtures"
15138,"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",Seafood restructured,27250520,"Meat, Poultry, Fish, and Mixtures"
15141,"CRAB,BLUE,CANNED","Crab, canned",26305180,"Meat, Poultry, Fish, and Mixtures"
15148,"LOBSTER,NORTHERN,CKD,MOIST HEAT","Lobster, canned",26311180,"Meat, Poultry, Fish, and Mixtures"
15152,"SHRIMP,MXD SP,CND","Shrimp, dried",26319170,"Meat, Poultry, Fish, and Mixtures"
15152,"SHRIMP,MXD SP,CND","Shrimp, canned",26319180,"Meat, Poultry, Fish, and Mixtures"
15157,"CLAM,MIXED SPECIES,RAW","Clams, raw",26303100,"Meat, Poultry, Fish, and Mixtures"
15157,"CLAM,MIXED SPECIES,RAW","Clams, canned",26303180,"Meat, Poultry, Fish, and Mixtures"
15164,"MUSSEL,BLUE,RAW","Mussels, raw",26313100,"Meat, Poultry, Fish, and Mixtures"
15166,"OCTOPUS,COMMON,RAW","Octopus, smoked",26205190,"Meat, Poultry, Fish, and Mixtures"
15167,"OYSTER,EASTERN,WILD,RAW","Oysters, raw",26315100,"Meat, Poultry, Fish, and Mixtures"
15170,"OYSTER,EASTERN,CANNED","Oysters, canned",26315180,"Meat, Poultry, Fish, and Mixtures"
15175,"SQUID,MIXED SPECIES,RAW","Squid, raw",26213100,"Meat, Poultry, Fish, and Mixtures"
15192,"COD,PACIFIC,CKD,DRY HEAT","Cod, dried, salted, salt removed in water",26109180,"Meat, Poultry, Fish, and Mixtures"
16006,"BEANS,BKD,CND,PLN OR VEGETARIAN","Baked beans, vegetarian",41201020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16010,"BEANS,BKD,CND,W/PORK&SWT SAU","Baked beans, NFS",41201010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16010,"BEANS,BKD,CND,W/PORK&SWT SAU","Chili beans, barbecue beans, ranch style beans or Mexican- style beans",41202020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16010,"BEANS,BKD,CND,W/PORK&SWT SAU",Boston baked beans,41204020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16010,"BEANS,BKD,CND,W/PORK&SWT SAU",Pork and beans,41208030,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16087,"PEANUTS,ALL TYPES,RAW","Peanuts, unroasted",42111040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16088,"PEANUTS,ALL TYPES,CKD,BLD,W/SALT","Peanuts, boiled",42111030,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16089,"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT","Peanuts, roasted, salted",42111100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16090,"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT","Peanuts, NFS",42111000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16090,"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT","Peanuts, dry roasted, salted",42111200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16098,"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",Peanut butter,42202000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16104,"BACON,MEATLESS","Bacon strip, meatless",41810200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16107,"SAUSAGE,MEATLESS","Breakfast link, pattie, or slice, meatless",41810400,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16110,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",Soy nuts,41410010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16112,MISO,Miso,41420110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16113,NATTO,Natto,41420200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16117,"SOY FLOUR,DEFATTED",Soybean meal,41422010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16117,"SOY FLOUR,DEFATTED","Textured vegetable protein, dry",41440000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16123,SOY SAU MADE FROM SOY&WHEAT (SHOYU),Soy sauce,41420300,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16127,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",Soybean curd,41420010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16129,"TOFU,FRIED","Soybean curd, deep fried",41421010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16139,"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",Soy milk,11320000,Milk and Milk Products
16147,VEGGIE BURGERS OR SOYBURGERS  UNPREP,"Vegetarian burger or patty, meatless, no bun",41811890,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16149,"PEANUT SPRD,RED SUGAR","Peanut butter, lower sugar",42202130,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16150,"PEANUT BUTTER,SMOOTH,RED FAT","Peanut butter, reduced fat",42202150,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16155,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT","Peanut butter, vitamin and mineral fortified",42202200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16168,"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D","Soy milk, chocolate",11321000,Milk and Milk Products
16172,"REFRIED BNS,CND,FAT-FREE","Refried beans, fat not added in cooking",41205015,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16225,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D","Soy milk, light",11320100,Milk and Milk Products
16227,"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D","Soy milk, light, chocolate",11321100,Milk and Milk Products
16227,"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D","Soy milk, nonfat, chocolate",11321200,Milk and Milk Products
16230,"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D","Soy milk, nonfat",11320200,Milk and Milk Products
16316,"BEANS,BLACK,MATURE SEEDS,CND,LO NA","Black, brown, or Bayo beans, canned, drained, low sodium, fat not added in cooking",41102120,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16326,"BEANS,GREAT NORTHERN,MATURE SEEDS,CND,LO NA","White beans, canned, drained, low sodium, fat not added in cooking",41101220,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16337,"BEANS,MATURE,RED KIDNEY,CND,SOL & LIQ,LO NA","Red kidney beans, canned, drained, low sodium, fat not added in cooking",41106120,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16347,"BEANS,PINTO,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA","Pinto, calico, or red Mexican beans, canned, drained, low sodium, fat not added in cooking",41104120,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16360,"CHICKPEAS,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA","Chickpeas, canned, drained, low sodium, fat not added in cooking",41302120,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16389,"PEANUTS,ALL TYPES,OIL-ROASTED,WO/ SALT","Peanuts, roasted, unsalted",42111110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16390,"PEANUTS,ALL TYPES,DRY-ROASTED,WO/SALT","Peanuts, dry roasted, unsalted",42111210,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16398,"PEANUT BUTTER,SMOOTH STYLE,WO/SALT","Peanut butter, lower sodium",42202010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16403,"REFRIED BNS,CND,TRADITIONAL,RED NA","Refried beans, canned, low sodium ",41205040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
16424,"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA","Soy sauce, reduced sodium",41420350,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
