NDB_No,Shrt_Desc,Main food description,Food code,FoodCategory
25020,"FORMULATED BAR,SLIM-FAST OPTIMA MEAL BAR,MILK CHOC PNUT",Nutrition bar (South Beach Living Meal Bar),53720600,Grain Products
25024,"PRETZELS,SOFT,UNSALTED","Pretzels, soft, ready-to-eat, unsalted, no butter",54408416,Grain Products
25024,"PRETZELS,SOFT,UNSALTED","Pretzels, soft, from frozen, unsalted",54408456,Grain Products
25025,"SNACKS,SOY CHIPS OR CRISPS,SALTED",Soy chips,41410015,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
25026,"Popcor, microwav, regula (butter) flavo, mad with pal oil","Popcorn, microwave, plain",54403052,Grain Products
25026,"Popcor, microwav, regula (butter) flavo, mad with pal oil","Popcorn, microwave, butter flavored",54403056,Grain Products
25027,"SNACKS,PLANTAIN CHIPS,SALTED",Plantain chips,71905410,Vegetables
25031,"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS",Nutrition bar (Zone Perfect Classic Crunch),53720800,Grain Products
25031,"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS","Nutrition bar or meal replacement bar, NFS",53729000,Grain Products
25032,"SNACKS,GRANOLA BAR,KASHI GOLEAN,CHEWY,MXD FLAVORS",Cereal or granola bar (Kashi Chewy),53710800,Grain Products
25033,"SNACKS,GRANOLA BAR,KASHI TLC BAR,CHEWY,MXD FLAVORS",Cereal or granola bar (Kashi Crunchy),53710802,Grain Products
25035,"SNACKS,GRANOLA BAR,CHEWY,RED SUGAR,ALL FLAVORS",Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),53711004,Grain Products
25035,"SNACKS,GRANOLA BAR,CHEWY,RED SUGAR,ALL FLAVORS","Cereal or granola bar, reduced sugar, NFS",53713000,Grain Products
25036,"SNACKS,GRANOLA BITES,MXD FLAVORS",Cereal or granola bar (Quaker Granola Bites),53711100,Grain Products
25037,"SNACKS,PITA CHIPS,SALTED",Pita chips,54402700,Grain Products
25038,"SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING","Cereal or granola bar, oats, nuts, coated with non-chocolate coating",53714230,Grain Products
25039,"SNACKS,GRANOLA BARS,QUAKER OATMEAL TO GO,ALL FLAVORS","Snack bar, oatmeal",53712000,Grain Products
25043,"SNACKS,CANDY BITS,YOGURT COVERED W/ VIT C","Yogurt covered fruit snacks candy, with added vitamin C",91708150,"Sugars, Sweets"
25045,"Formulated bar, high fiber, chewy, oats and chocolate",Cereal or granola bar (General Mills Fiber One Chewy Bar),53710400,Grain Products
25045,"Formulated bar, high fiber, chewy, oats and chocolate","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",53714300,Grain Products
25046,"SNACKS,BAGEL CHIPS,PLN",Bagel chips,54440010,Grain Products
25048,"SNACKS,NUTRI-GRAIN FRUIT & NUT BAR",Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),53710504,Grain Products
25051,"Snacks, CLIF BAR, mixed flavors",Nutrition bar (Clif Bar),53720200,Grain Products
25052,"SNACKS,GRANOLA BAR,QUAKER,CHEWY,90 CAL BAR",Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),53711002,Grain Products
25052,"SNACKS,GRANOLA BAR,QUAKER,CHEWY,90 CAL BAR","Cereal or granola bar, lowfat, NFS",53712200,Grain Products
25053,"Snac, grano bar, GENER MILLS NATURE VALL, SWE&SAL NUT, peanu",Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),53710904,Grain Products
25054,"Snack,gran bar,GENERAL MILLS, NATURE VALLEY, w yogu coati","Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",53710902,Grain Products
25055,"Snac, grano bar, GENER MILLS, NATUR VALLE, CHEWY TRAIL MIX",Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),53710900,Grain Products
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",Cereal or granola bar (Quaker Chewy Dipps Granola Bar),53711006,Grain Products
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors","Cereal or granola bar, chocolate coated, NFS",53714200,Grain Products
25059,"Snacks, brown rice chips","Chips, rice",54318000,Grain Products
25060,"SNACK,PRETZEL,HARD CHOC COATD","Pretzels, hard, coated, NFS",54408190,Grain Products
25060,"SNACK,PRETZEL,HARD CHOC COATD","Pretzels, hard, chocolate coated",54408200,Grain Products
25063,"Snacks, potato chips, fr dried potatoes, multigrain","Potato chips, restructured, multigrain",54402610,Grain Products
27000,"SOUP,EGG DROP,CHINESE RESTAURANT",Egg drop soup,32300100,Eggs
27001,"SOUP,HOT & SOUR,CHINESE RESTAURANT",Hot and sour soup,28340750,"Meat, Poultry, Fish, and Mixtures"
27002,"SOUP,WONTON,CHINESE RESTAURANT",Wonton soup,58408010,Grain Products
27043,"SOUP,CLAM CHOWDER,NEW ENGLAND,RED NA,CND,RTS","Clam chowder, New England, reduced sodium, canned or ready-to-serve",28355140,"Meat, Poultry, Fish, and Mixtures"
27044,"SOUP,CHICK NOODLE,RED NA,CND,RTS","Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",58403060,Grain Products
27046,"SAUCE,DUCK,RTS",Duck sauce,91361050,"Sugars, Sweets"
27047,"SAUCE,SALSA,VERDE,RTS","Salsa verde or salsa, green",74402350,Vegetables
27048,"SAUCE,STEAK,TOMATO BSD","Steak sauce, tomato-base",74406100,Vegetables
27049,"SAUCE,TARTAR,RTS",Tartar sauce,81302050,"Fats, Oils, and Salad Dressings"
27050,"SAUCE,SWT & SOUR,RTS",Sweet and sour sauce,91361010,"Sugars, Sweets"
27051,"SAUCE,COCKTAIL,RTS",Cocktail sauce,74406500,Vegetables
27052,"DIP,SALSA CON QUESO,CHS & SALSA- MED",Cheese dip with chili pepper,14620150,Milk and Milk Products
27059,"SAUCE,PNUT,MADE FROM PNUT BUTTER,H2O,SOY SAU",Peanut sauce,42204050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
27060,"SOUP,CHUNKY VEG,RED NA,CND,RTS","Vegetable soup, reduced sodium, canned, ready to serve",75649040,Vegetables
28285,"BREAD,CHAPATI OR ROTI,WHL WHEAT,FRZ","Bread, chappatti or roti, wheat",51300175,Grain Products
28286,"BREAD,PARATHA (INDIAN BREAD),WHL WHEAT,FRZ","Bread, paratha, wheat",51300185,Grain Products
28287,"BREAD,NAAN (INDIAN BREAD),WHL WHEAT,REFR","Naan, Indian flatbread",51108100,Grain Products
28288,"BREAD,ROLL,MEXICAN,BOLLILO","Roll, Mexican, bolillo",51158100,Grain Products
28289,"COOKIE,VANILLA W/ CARAMEL,COCNT,& CHOC COATING","Cookie, vanilla with caramel, coconut, and chocolate coating",53247500,Grain Products
28290,"COOKIE,W/ PNUT BUTTER FILLING,CHOCOLATE-COATED","Cookie, with peanut butter filling, chocolate-coated",53235500,Grain Products
28291,"COOKIES,ANIMAL,W/ FRSTNG OR ICING","Cookie, animal, with frosting or icing",53240010,Grain Products
28292,"CRACKERS,MULTIGRAIN","Crackers, multigrain",54326000,Grain Products
28293,"COOKIE,BUTTER OR SUGAR,W/ CHOC ICING OR FILLING","Cookie, butter or sugar, with chocolate icing or filling",53244010,Grain Products
28294,"COOKIE,CHOC,W/ ICING OR COATING","Cookie, chocolate, with icing or coating",53209005,Grain Products
28295,"TORTILLAS,RTB OR -FRY,WHL WHEAT","Tortilla, whole wheat",52215260,Grain Products
28296,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG,LOW-FAT","Cake, chocolate, with icing, diet",53105500,Grain Products
28296,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG,LOW-FAT","Snack cake, chocolate, with icing or filling, reduced fat and calories",53108220,Grain Products
28297,"CAKE,SNACK CAKES,NOT CHOC,W/ ICING OR FILLING,LOW-FAT","Cake, carrot, diet",53104300,Grain Products
28297,"CAKE,SNACK CAKES,NOT CHOC,W/ ICING OR FILLING,LOW-FAT","Snack cake, not chocolate, with icing or filling, reduced fat and calories",53109220,Grain Products
28298,"COOKIES,BROWNIES,COMMLY PREP,RED FAT","Cookie, brownie, reduced fat, NS as to icing",53204840,Grain Products
28298,"COOKIES,BROWNIES,COMMLY PREP,RED FAT","Cookie, brownie, fat free, NS as to icing",53204860,Grain Products
28299,"COOKIES,CHOC SNDWCH,W/ CREME FILLING,RED FAT","Cookie, chocolate sandwich, reduced fat",53209020,Grain Products
28300,"COOKIES,OATMEAL SNDWCH,W/ CREME FILLING","Cookie, oatmeal sandwich, with creme filling",53233050,Grain Products
28300,"COOKIES,OATMEAL SNDWCH,W/ CREME FILLING","Cookie, oatmeal sandwich, with peanut butter and jelly filling",53233080,Grain Products
28300,"COOKIES,OATMEAL SNDWCH,W/ CREME FILLING","Cookie, raisin sandwich, cream-filled",53237010,Grain Products
28301,"COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE","Cookie, sugar or plain, sugar free",53260400,Grain Products
28301,"COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE","Cookie, peanut butter, sugar free",53260600,Grain Products
28302,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT","Graham crackers, reduced fat",54102100,Grain Products
28303,"CRACKERS,CHS,WHL GRAIN","Crackers, cheese, whole grain",54304150,Grain Products
28304,"WAFFLES,WHL WHEAT,LOWFAT,FRZ,RTH","Waffle, whole grain, reduced fat, from frozen",55200070,Grain Products
28304,"WAFFLES,WHL WHEAT,LOWFAT,FRZ,RTH","Waffle, from school, NFS",55200200,Grain Products
28309,"COOKIES,COCNT MACAROON","Cookie, coconut",53215500,Grain Products
28309,"COOKIES,COCNT MACAROON","Cookie, macaroon",53225000,Grain Products
31023,"SWEET POTATOES,FRENCH FR,FRZ,UNPREP","Sweet potato fries, frozen, baked",73410320,Vegetables
31023,"SWEET POTATOES,FRENCH FR,FRZ,UNPREP","Sweet potato fries, school",73410500,Vegetables
31023,"SWEET POTATOES,FRENCH FR,FRZ,UNPREP","Sweet potato tots, school",73420200,Vegetables
32006,"TAQUITOS,FRZ,CHICK & CHS,OVEN-HEATED",Taquito or flauta with chicken,58104830,Grain Products
32006,"TAQUITOS,FRZ,CHICK & CHS,OVEN-HEATED",Taquito or flauta with chicken and cheese,58104835,Grain Products
32007,"TAQUITOS,FRZ,BF & CHS,OVEN-HEATED",Taquito or flauta with meat,58104820,Grain Products
32007,"TAQUITOS,FRZ,BF & CHS,OVEN-HEATED",Taquito or flauta with meat and cheese,58104825,Grain Products
32012,"PIZZA ROLLS,FRZ,UNPREP",Pizza rolls,58108050,Grain Products
32013,"POTSTICKER OR WONTON,PORK & VEG,FRZ,UNPREP","Dumpling, steamed, filled with meat, poultry, or seafood",58112510,Grain Products
32015,"TURNOVER,CHEESE-FILLED,TOMATO-BASED SAU,FRZ,UNPREP","Turnover, cheese-filled, tomato-based sauce",58126160,Grain Products
33874,"INF FORMULA,MEAD JOHNSON,ENFAMI,PREMATURE,20 CAL RTF LO IRON","Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",11740511,Milk and Milk Products
36012,"RESTAURANT,FAMILY STYLE,FRIED MOZZARELLA STKS","Mozzarella sticks, breaded, baked, or fried",14660200,Milk and Milk Products
36014,"RESTAURANT,FAMILY STYLE,FRENCH FR","Potato, french fries, restaurant",71401031,Vegetables
36016,"RESTAURANT,FAMILY STYLE,SHRIMP,BREADED & FRIED","Shrimp, coated, fried, from fast food / restaurant",26319145,"Meat, Poultry, Fish, and Mixtures"
36017,"RESTAURANT,FAMILY STYLE,MACARONI & CHS,FROM KIDS' MENU","Macaroni or noodles with cheese, from restaurant",58145111,Grain Products
36033,"RESTAURANT,FAMILY STYLE,FISH FILLET,BATTERED OR BREAD,FRIED","Fish, NS as to type, from fast food",26100200,"Meat, Poultry, Fish, and Mixtures"
36035,"RESTAURANT,FAMILY STYLE,COLESLAW","Cabbage salad or coleslaw, from fast food / restaurant",75140990,Vegetables
36037,"RESTAURANT,FAMILY STYLE,CHILI W/ MEAT & BNS","Chili con carne with beans, from restaurant",27111405,"Meat, Poultry, Fish, and Mixtures"
36041,"RESTAURANT,ITALIAN,LASAGNA W/ MEAT","Lasagna with meat, from restaurant",58130014,Grain Products
36403,"RESTAURANT,LATINO,EMPANADAS,BF,PREP","Empanada, Mexican turnover, filled with meat and vegetables",58116120,Grain Products
36409,"RESTAURANT,LATINO,PUPUSAS CON QUESO (PUPUSAS,CHEESE)","Pupusa, cheese-filled",58105100,Grain Products
36410,"RESTAURANT,LATINO,PUPUSAS DEL CERDO (PUPUSAS,PORK)","Pupusa, meat-filled",58105110,Grain Products
36411,"RESTAURANT,LATINO,TAMALE,CORN","Tamale, plain, meatless, no sauce, Mexican style",58103250,Grain Products
36412,"RESTAURANT,LATINO,TAMALE,PORK",Tamale with meat,58103120,Grain Products
36417,"RESTAURANT,MEXICAN,SPANISH RICE","Spanish rice, from restaurant",58163405,Grain Products
36418,"RESTAURANT,MEXICAN,REFRIED BNS","Refried beans, from restaurant",41205017,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
36602,"RESTAURANT,CHINESE,FRIED RICE,WO/ MEAT","Rice, fried, meatless",58150110,Grain Products
36602,"RESTAURANT,CHINESE,FRIED RICE,WO/ MEAT","Rice, fried, NFS",58150310,Grain Products
36603,"RESTAURANT,CHINESE,BF & VEG",Szechuan beef,27415130,"Meat, Poultry, Fish, and Mixtures"
36603,"RESTAURANT,CHINESE,BF & VEG",Hunan beef,27415140,"Meat, Poultry, Fish, and Mixtures"
36618,"RESTAURANT,CHINESE,GENERAL TSO'S CHICK",General Tso chicken,27445150,"Meat, Poultry, Fish, and Mixtures"
36619,"RESTAURANT,CHINESE,KUNG PAO CHICK",Kung pao chicken,27445220,"Meat, Poultry, Fish, and Mixtures"
36621,"RESTAURANT,CHINESE,SWT & SOUR CHICK",Sweet and sour chicken or turkey,27146100,"Meat, Poultry, Fish, and Mixtures"
36621,"RESTAURANT,CHINESE,SWT & SOUR CHICK","Sweet and sour chicken or turkey, without vegetables",27146110,"Meat, Poultry, Fish, and Mixtures"
36624,"RESTAURANT,CHINESE,VEG CHOW MEIN,WO/ MEAT OR NOODLES","Chow mein or chop suey, meatless, no noodles",75439500,Vegetables
36625,"RESTAURANT,CHINESE,VEG LO MEIN,WO/ MEAT","Lo mein, NFS",58136110,Grain Products
36625,"RESTAURANT,CHINESE,VEG LO MEIN,WO/ MEAT","Lo mein, meatless",58136120,Grain Products
36626,"RESTAURANT,CHINESE,CHICK & VEG","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",27445110,"Meat, Poultry, Fish, and Mixtures"
36629,"RESTAURANT,CHINESE,ORANGE CHICK",Orange chicken,27146350,"Meat, Poultry, Fish, and Mixtures"
42055,"FRUIT-FLAVORED DRK,DRY PDR MIX,LO CAL,W/ ASPRT","Fruit flavored drink, powdered, not reconstituted, diet",92900200,Nonalcoholic beverages
42074,"FROZ NOVLT,ICE CRM,VAN ICE CRM,LT,NO SUGAR ADDED,CHOC COATD","Light ice cream, bar or stick, with low-calorie sweetener, chocolate coated",13161630,Milk and Milk Products
42116,"CREAMY DRSNG,MADE W/SOUR CRM AND/OR BTTRMLK&OIL,RED CAL","Salad dressing, light, NFS",83200100,"Fats, Oils, and Salad Dressings"
42116,"CREAMY DRSNG,MADE W/SOUR CRM AND/OR BTTRMLK&OIL,RED CAL","Creamy dressing, light",83210100,"Fats, Oils, and Salad Dressings"
42117,"IMITATION CHS,AMERICAN OR CHEDDAR,LO CHOL",Imitation cheese,14502000,Milk and Milk Products
42119,"BABYFOOD,BANANA JUC W/LOFAT YOGURT","Banana juice with lowfat yogurt, baby food",67250100,Fruits
42120,"BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT","Mixed fruit juice with lowfat yogurt, baby food",67250150,Fruits
42128,"TURKEY HAM,SLICED,EX LN,PREPACKAGED OR DELI-SLICED","Turkey ham, prepackaged or deli, luncheon meat",25230800,"Meat, Poultry, Fish, and Mixtures"
42131,"MILK DSSRT,FRZ,MILK-FAT FREE,CHOC","Fat free ice cream, chocolate",13160410,Milk and Milk Products
42135,"WHIPPED TOPPING,FRZ,LOFAT","Whipped topping, fat free",12220270,Milk and Milk Products
42135,"WHIPPED TOPPING,FRZ,LOFAT","Whipped topping, sugar free",12220280,Milk and Milk Products
42136,"CREAM SUB,PDR,LT","Coffee creamer, powder, fat free",12210430,Milk and Milk Products
42136,"CREAM SUB,PDR,LT","Coffee creamer,powder, fat free, flavored",12210440,Milk and Milk Products
42139,"GRANOLA BAR,SOFT,MILK CHOC COATD,PNUT BUTTER","Cereal or granola bar with nuts, chocolate coated",53714220,Grain Products
42141,"CREAM SUB,LIQ,LT","Coffee creamer, liquid, fat free",12210260,Milk and Milk Products
42141,"CREAM SUB,LIQ,LT","Coffee creamer, liquid, fat free, sugar free, flavored",12210280,Milk and Milk Products
42141,"CREAM SUB,LIQ,LT","Coffee creamer, liquid, sugar free, flavored",12210310,Milk and Milk Products
42148,"CANDIES,MARS SNACKFOOD US,M&M'S PNUT BUTTER CHOC CANDIES",M&M's Peanut Butter Chocolate Candies,91731060,"Sugars, Sweets"
42150,"BABYFOOD,APPL YOGURT DSSRT,STR","Apple yogurt dessert, baby food, strained",67404070,Fruits
42151,"VEGETABLE OIL-BUTTER SPRD,RED CAL","Vegetable oil-butter spread, reduced calorie, stick, salted",81104550,"Fats, Oils, and Salad Dressings"
42155,"CHEESE,MONTEREY,LOW FAT","Cheese, Monterey, reduced fat",14106500,Milk and Milk Products
42157,"CRMY DRSG,MDE W/ SOUR CRM AND/OR BTRMLK & OIL,RED CAL,FTFREE","Creamy dressing, fat free",83300300,"Fats, Oils, and Salad Dressings"
42157,"CRMY DRSG,MDE W/ SOUR CRM AND/OR BTRMLK & OIL,RED CAL,FTFREE","Salad dressing, fat free, NFS",83300900,"Fats, Oils, and Salad Dressings"
42161,"BOLOGNA,BEEF,LOW FAT","Bologna, made from any kind of meat, reduced fat",25220425,"Meat, Poultry, Fish, and Mixtures"
42161,"BOLOGNA,BEEF,LOW FAT","Bologna, made from any kind of meat, reduced fat and reduced sodium",25220445,"Meat, Poultry, Fish, and Mixtures"
42173,"TURKEY&PORK SAUSAGE,FRSH,BULK,PATTY OR LINK,CKD",Turkey or chicken and pork sausage,25221870,"Meat, Poultry, Fish, and Mixtures"
42183,"CANDIES,MARS SNACKFOOD US,TWIX CHOC FUDGE COOKIE BARS",TWIX Chocolate Fudge Cookie Bars,91703250,"Sugars, Sweets"
42185,"YOGURT,FRZ,CHOC,NON-FAT MILK,W/LO CAL SWTNR","Yogurt, frozen, chocolate, nonfat milk",11460200,Milk and Milk Products
42185,"YOGURT,FRZ,CHOC,NON-FAT MILK,W/LO CAL SWTNR","Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener",11460400,Milk and Milk Products
42186,"FROZEN YOGURTS,CHOC","Yogurt, frozen, chocolate, NS as to type of milk",11460100,Milk and Milk Products
42186,"FROZEN YOGURTS,CHOC","Yogurt, frozen, chocolate, whole milk",11460430,Milk and Milk Products
42187,"FROZEN YOGURTS,FLAVORS OTHER THAN CHOC","Yogurt, frozen, flavors other than chocolate, NS as to type of milk",11460000,Milk and Milk Products
42187,"FROZEN YOGURTS,FLAVORS OTHER THAN CHOC","Yogurt, frozen, NS as to flavor, whole milk",11460420,Milk and Milk Products
42187,"FROZEN YOGURTS,FLAVORS OTHER THAN CHOC","Yogurt, frozen, flavors other than chocolate, whole milk",11460440,Milk and Milk Products
42189,"MILK,BTTRMLK,FLUID,CULTURED,RED FAT","Buttermilk, reduced fat (2%)",11115200,Milk and Milk Products
42190,"PORK SAUSAGE RICE LINKS,BROWN&SERVE,CKD",Pork sausage rice links,25221450,"Meat, Poultry, Fish, and Mixtures"
42192,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,FAT-FREE","Blue or roquefort cheese dressing, fat free",83300100,"Fats, Oils, and Salad Dressings"
42196,"CANDIES,MARS SNACKFOOD US,MILKY WAY MIDNIGHT BAR",MILKY WAY MIDNIGHT Bar,91726140,"Sugars, Sweets"
42200,PAPAD,"Papad, grilled or broiled",41311000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42204,"RICE CAKE,CRACKER (INCL HAIN MINI RICE CAKES)",Rice cake,54318500,Grain Products
42227,"CANDIES,MARS SNACKFOOD US,M&M'S ALMOND CHOC CANDIES",M&M's Almond Chocolate Candies,91700500,"Sugars, Sweets"
42230,"SALAD DRSNG,COLESLAW DRSNG,RED FAT","Coleslaw dressing, light",83201400,"Fats, Oils, and Salad Dressings"
42231,"OIL,FLAXSEED,COLD PRESSED",Flaxseed oil,82103500,"Fats, Oils, and Salad Dressings"
42235,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT,LACTOSE RED","Cheese, cottage, lowfat, lactose reduced",14207010,Milk and Milk Products
42236,"CEREALS RTE,FRSTD OAT CRL W/MARSHMALLOWS","Cereal, frosted oat cereal with marshmallows",57305150,Grain Products
42237,"CEREALS RTE,WEETABIX WHL GRAIN CRL",Cereal (Weetabix Whole Grain),57410000,Grain Products
42240,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,W/ ALMONDS",Cereal (Post Honey Bunches of Oats with Almonds),57237300,Grain Products
42261,"CEREALS RTE,POST,GREAT GRAINS CRUNCHY PECAN CRL",Cereal (Post Great Grains Double Pecan Whole Grain Cereal),57231250,Grain Products
42265,"CEREALS RTE,POST,GREAT GRAINS,RAISIN,DATE & PECAN","Cereal (Post Great Grains Raisins, Dates, and Pecans)",57231200,Grain Products
42266,"BABYFOOD,JUC,APPLE-SWEET POTATO","Apple-sweet potato juice, baby food",67230000,Fruits
42267,"BABYFOOD,JUC,ORANGE-CARROT","Orange-carrot juice, baby food",67230500,Fruits
42272,"GRANOLA BAR,W/COCNT,CHOC COATD","Cereal or granola bar, with coconut, chocolate coated",53714210,Grain Products
42278,"BABYFOOD,VEG&BROWN RICE,STR","Vegetables and rice, baby food, strained",76501000,Vegetables
42279,"BABYFOOD,PEAS&BROWN RICE","Peas and brown rice, baby food",76502000,Vegetables
42280,"FRANKFURTER,MEAT & POULTRY,LO FAT","Frankfurter or hot dog, meat and poultry, reduced fat or light",25210290,"Meat, Poultry, Fish, and Mixtures"
42280,"FRANKFURTER,MEAT & POULTRY,LO FAT","Frankfurter or hot dog, beef, reduced fat or light",25210620,"Meat, Poultry, Fish, and Mixtures"
42280,"FRANKFURTER,MEAT & POULTRY,LO FAT","Frankfurter or hot dog, reduced fat or light, NFS",25210750,"Meat, Poultry, Fish, and Mixtures"
42283,"POTATO CHIPS,WHITE,RESTRUCTURED,BKD","Potato chips, baked, plain",71200400,Vegetables
42283,"POTATO CHIPS,WHITE,RESTRUCTURED,BKD","Potato chips, popped, plain",71203010,Vegetables
42284,"BABYFOOD,BKD PRODUCT,FINGER SNACKS CRL","Gerber Finger Foods, Puffs, baby food",54350010,Grain Products
42284,"BABYFOOD,BKD PRODUCT,FINGER SNACKS CRL","Gerber Graduates Finger Snacks Cereal, baby food",57830100,Grain Products
42285,"BABYFOOD,CRL,BROWN RICE,DRY,INST","Brown rice cereal, baby food, dry, instant",57805500,Grain Products
42290,"MILK,FLUID,NONFAT,CA FORT (FAT FREE OR SKIM)","Milk, calcium fortified, fat free (skim)",11111170,Milk and Milk Products
