str,Resource
"Lamb, leg, sirloin half",http://idea.rpi.edu/heals/kb/usda#17019
"Lamb, loin, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17023
"Lamb, loin, separable lean only",http://idea.rpi.edu/heals/kb/usda#17026
"Lamb, rib, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17029
"Lamb, rib, separable lean only",http://idea.rpi.edu/heals/kb/usda#17032
"Lamb, shoulder, whole ",http://idea.rpi.edu/heals/kb/usda#17035
"Lamb, shoulder, arm",http://idea.rpi.edu/heals/kb/usda#17043
"Lamb, shoulder, blade",http://idea.rpi.edu/heals/kb/usda#17051
"Lamb, cubed for stew or kabob , separable lean only",http://idea.rpi.edu/heals/kb/usda#17059
"Lamb, New Zealand, imported",http://idea.rpi.edu/heals/kb/usda#17062
"Veal, composite of trimmed retail cuts, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17088
"Veal, composite of trimmed retail cuts, separable lean only",http://idea.rpi.edu/heals/kb/usda#17090
"Veal, composite of trimmed retail cuts, separable fat",http://idea.rpi.edu/heals/kb/usda#17092
"Veal, leg , separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17094
"Veal, leg , separable lean only",http://idea.rpi.edu/heals/kb/usda#17099
"Veal, loin, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17104
IMPS# 332,http://idea.rpi.edu/heals/kb/usda#17104
"Veal, loin, separable lean only",http://idea.rpi.edu/heals/kb/usda#17107
IMPS # 332,http://idea.rpi.edu/heals/kb/usda#17107
"Veal, rib, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17110
"Veal, rib, separable lean only",http://idea.rpi.edu/heals/kb/usda#17113
"Veal, shoulder, whole ",http://idea.rpi.edu/heals/kb/usda#17116
"Veal, shoulder, arm",http://idea.rpi.edu/heals/kb/usda#17122
"Veal, shoulder, blade chop",http://idea.rpi.edu/heals/kb/usda#17128
IMPS# 1309,http://idea.rpi.edu/heals/kb/usda#17128
"Veal, shoulder, blade",http://idea.rpi.edu/heals/kb/usda#17129
"Veal, sirloin, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17134
"Veal, sirloin, separable lean only",http://idea.rpi.edu/heals/kb/usda#17137
"Veal, cubed for stew , separable lean only",http://idea.rpi.edu/heals/kb/usda#17140
"Veal, ground, raw",http://idea.rpi.edu/heals/kb/usda#17142
IMPS 396,http://idea.rpi.edu/heals/kb/usda#17142
"Veal, ground, cooked",http://idea.rpi.edu/heals/kb/usda#17143
"Game meat, antelope, raw",http://idea.rpi.edu/heals/kb/usda#17144
"Game meat, antelope, cooked",http://idea.rpi.edu/heals/kb/usda#17145
"Game meat, bear, raw",http://idea.rpi.edu/heals/kb/usda#17146
"Game meat, bear, cooked",http://idea.rpi.edu/heals/kb/usda#17147
"Bison, ground, grass-fed",http://idea.rpi.edu/heals/kb/usda#17148
Buffalo,http://idea.rpi.edu/heals/kb/usda#17148
"Game meat, beaver, raw",http://idea.rpi.edu/heals/kb/usda#17150
"Game meat, beaver, cooked",http://idea.rpi.edu/heals/kb/usda#17151
"Game meat, beefalo, composite of cuts",http://idea.rpi.edu/heals/kb/usda#17152
"Veal, Australian, separable fat",http://idea.rpi.edu/heals/kb/usda#17154
"Game meat, bison, separable lean only",http://idea.rpi.edu/heals/kb/usda#17156
buffalo,http://idea.rpi.edu/heals/kb/usda#17156
"Game meat, boar, wild",http://idea.rpi.edu/heals/kb/usda#17158
"Game meat, buffalo, water",http://idea.rpi.edu/heals/kb/usda#17160
"Game meat, caribou, raw",http://idea.rpi.edu/heals/kb/usda#17162
"Game meat, caribou, cooked",http://idea.rpi.edu/heals/kb/usda#17163
"Game meat, deer, raw",http://idea.rpi.edu/heals/kb/usda#17164
"Game meat, deer, cooked",http://idea.rpi.edu/heals/kb/usda#17165
"Game meat, elk, raw",http://idea.rpi.edu/heals/kb/usda#17166
"Game meat, elk, cooked",http://idea.rpi.edu/heals/kb/usda#17167
"Game meat, goat, raw",http://idea.rpi.edu/heals/kb/usda#17168
"Game meat, goat, cooked",http://idea.rpi.edu/heals/kb/usda#17169
"Game meat, horse, raw",http://idea.rpi.edu/heals/kb/usda#17170
"Game meat, horse, cooked",http://idea.rpi.edu/heals/kb/usda#17171
"Game meat, moose, raw",http://idea.rpi.edu/heals/kb/usda#17172
"Game meat, moose, cooked",http://idea.rpi.edu/heals/kb/usda#17173
"Game meat, muskrat, raw",http://idea.rpi.edu/heals/kb/usda#17174
"Game meat, muskrat, cooked",http://idea.rpi.edu/heals/kb/usda#17175
"Game meat, opossum, cooked",http://idea.rpi.edu/heals/kb/usda#17176
"Game meat, rabbit, domesticated",http://idea.rpi.edu/heals/kb/usda#17177
"Game meat, rabbit, wild",http://idea.rpi.edu/heals/kb/usda#17180
"Game meat, raccoon, cooked",http://idea.rpi.edu/heals/kb/usda#17182
"Game meat, squirrel, raw",http://idea.rpi.edu/heals/kb/usda#17183
"Game meat, squirrel, cooked",http://idea.rpi.edu/heals/kb/usda#17184
"Lamb, variety meats and by-products, brain",http://idea.rpi.edu/heals/kb/usda#17185
"Veal, variety meats and by-products, brain",http://idea.rpi.edu/heals/kb/usda#17188
"Lamb, variety meats and by-products, heart",http://idea.rpi.edu/heals/kb/usda#17191
"Veal, variety meats and by-products, heart",http://idea.rpi.edu/heals/kb/usda#17193
"Lamb, variety meats and by-products, kidneys",http://idea.rpi.edu/heals/kb/usda#17195
"Veal, variety meats and by-products, kidneys",http://idea.rpi.edu/heals/kb/usda#17197
"Lamb, variety meats and by-products, liver",http://idea.rpi.edu/heals/kb/usda#17199
"Veal, variety meats and by-products, liver",http://idea.rpi.edu/heals/kb/usda#17202
calf liver,http://idea.rpi.edu/heals/kb/usda#17202
"Lamb, variety meats and by-products, lungs",http://idea.rpi.edu/heals/kb/usda#17205
"Veal, variety meats and by-products, lungs",http://idea.rpi.edu/heals/kb/usda#17207
"Lamb, variety meats and by-products, mechanically separated",http://idea.rpi.edu/heals/kb/usda#17209
"Lamb, variety meats and by-products, pancreas",http://idea.rpi.edu/heals/kb/usda#17210
"Veal, variety meats and by-products, pancreas",http://idea.rpi.edu/heals/kb/usda#17212
"Lamb, variety meats and by-products, spleen",http://idea.rpi.edu/heals/kb/usda#17214
"Veal, variety meats and by-products, spleen",http://idea.rpi.edu/heals/kb/usda#17216
"Veal, variety meats and by-products, thymus",http://idea.rpi.edu/heals/kb/usda#17218
"Lamb, variety meats and by-products, tongue",http://idea.rpi.edu/heals/kb/usda#17220
"Veal, variety meats and by-products, tongue",http://idea.rpi.edu/heals/kb/usda#17222
"Lamb, ground, raw",http://idea.rpi.edu/heals/kb/usda#17224
"Lamb, ground, cooked",http://idea.rpi.edu/heals/kb/usda#17225
"Lamb, new zealand, imported",http://idea.rpi.edu/heals/kb/usda#17262
"Game meat, bison, top sirloin",http://idea.rpi.edu/heals/kb/usda#17267
buffalo,http://idea.rpi.edu/heals/kb/usda#17267
"Game meat, bison, ribeye",http://idea.rpi.edu/heals/kb/usda#17268
buffalo,http://idea.rpi.edu/heals/kb/usda#17268
"Game meat, bison, shoulder clod",http://idea.rpi.edu/heals/kb/usda#17269
buffalo,http://idea.rpi.edu/heals/kb/usda#17269
"Veal, breast, separable fat",http://idea.rpi.edu/heals/kb/usda#17270
"Veal, breast, whole",http://idea.rpi.edu/heals/kb/usda#17271
"Veal, breast, plate half",http://idea.rpi.edu/heals/kb/usda#17273
"Veal, breast, point half",http://idea.rpi.edu/heals/kb/usda#17274
"Veal, shank , separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17276
"Veal, shank , separable lean only",http://idea.rpi.edu/heals/kb/usda#17278
"Lamb, Australian, imported",http://idea.rpi.edu/heals/kb/usda#17280
"Game meat , bison, ground",http://idea.rpi.edu/heals/kb/usda#17330
buffalo,http://idea.rpi.edu/heals/kb/usda#17330
"Game meat, bison, ground",http://idea.rpi.edu/heals/kb/usda#17331
buffalo,http://idea.rpi.edu/heals/kb/usda#17331
"Game meat , bison, top sirloin",http://idea.rpi.edu/heals/kb/usda#17332
buffalo,http://idea.rpi.edu/heals/kb/usda#17332
"Game meat, bison, chuck",http://idea.rpi.edu/heals/kb/usda#17333
buffalo,http://idea.rpi.edu/heals/kb/usda#17333
"Game meat, bison, top round",http://idea.rpi.edu/heals/kb/usda#17336
buffalo,http://idea.rpi.edu/heals/kb/usda#17336
"Game meat, elk, ground",http://idea.rpi.edu/heals/kb/usda#17338
"Game meat, elk, loin",http://idea.rpi.edu/heals/kb/usda#17340
"Game meat, elk, round",http://idea.rpi.edu/heals/kb/usda#17341
"Game meat, elk, tenderloin",http://idea.rpi.edu/heals/kb/usda#17342
"Game meat, deer, ground",http://idea.rpi.edu/heals/kb/usda#17343
venison,http://idea.rpi.edu/heals/kb/usda#17343
"Game meat, deer, loin",http://idea.rpi.edu/heals/kb/usda#17345
venison,http://idea.rpi.edu/heals/kb/usda#17345
"Game meat, deer, shoulder clod",http://idea.rpi.edu/heals/kb/usda#17346
venison,http://idea.rpi.edu/heals/kb/usda#17346
"Game meat, deer, tenderloin",http://idea.rpi.edu/heals/kb/usda#17347
venison,http://idea.rpi.edu/heals/kb/usda#17347
"Game meat, deer, top round",http://idea.rpi.edu/heals/kb/usda#17348
venison,http://idea.rpi.edu/heals/kb/usda#17348
"Veal, Australian, shank",http://idea.rpi.edu/heals/kb/usda#17349
"Lamb, Australian, ground",http://idea.rpi.edu/heals/kb/usda#17353
"Veal, leg, top round",http://idea.rpi.edu/heals/kb/usda#17425
IMPS#1336,http://idea.rpi.edu/heals/kb/usda#17425
"Veal, loin, chop",http://idea.rpi.edu/heals/kb/usda#17427
IMPS #1332,http://idea.rpi.edu/heals/kb/usda#17427
"Veal, shank, separable lean only",http://idea.rpi.edu/heals/kb/usda#17428
IMPS #312,http://idea.rpi.edu/heals/kb/usda#17428
"Veal, foreshank, osso buco",http://idea.rpi.edu/heals/kb/usda#17429
IMPS # 1312,http://idea.rpi.edu/heals/kb/usda#17429
"Veal, external fat only, raw",http://idea.rpi.edu/heals/kb/usda#17431
"Veal, external fat only, cooked",http://idea.rpi.edu/heals/kb/usda#17432
"Veal, seam fat only, raw",http://idea.rpi.edu/heals/kb/usda#17433
"Veal, seam fat only, cooked",http://idea.rpi.edu/heals/kb/usda#17434
"Veal, shank, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17435
IMPS# 312,http://idea.rpi.edu/heals/kb/usda#17435
"Amaranth grain, uncooked",http://idea.rpi.edu/heals/kb/usda#20001
"Amaranth grain, cooked",http://idea.rpi.edu/heals/kb/usda#20002
Arrowroot flour,http://idea.rpi.edu/heals/kb/usda#20003
"Barley, hulled",http://idea.rpi.edu/heals/kb/usda#20004
"Barley, pearled, raw",http://idea.rpi.edu/heals/kb/usda#20005
"Barley, pearled, cooked",http://idea.rpi.edu/heals/kb/usda#20006
Buckwheat,http://idea.rpi.edu/heals/kb/usda#20008
"Buckwheat groats, roasted, dry",http://idea.rpi.edu/heals/kb/usda#20009
kasha,http://idea.rpi.edu/heals/kb/usda#20009
"Buckwheat groats, roasted, cooked",http://idea.rpi.edu/heals/kb/usda#20010
kasha,http://idea.rpi.edu/heals/kb/usda#20010
"Buckwheat flour, whole-groat",http://idea.rpi.edu/heals/kb/usda#20011
"Bulgur, dry",http://idea.rpi.edu/heals/kb/usda#20012
"Bulgur, cooked",http://idea.rpi.edu/heals/kb/usda#20013
"Corn grain, yellow",http://idea.rpi.edu/heals/kb/usda#20014
dent corn,http://idea.rpi.edu/heals/kb/usda#20014
field corn,http://idea.rpi.edu/heals/kb/usda#20014
"Corn bran, crude",http://idea.rpi.edu/heals/kb/usda#20015
"Corn flour, whole-grain, yellow",http://idea.rpi.edu/heals/kb/usda#20016
"Corn flour, masa, enriched",http://idea.rpi.edu/heals/kb/usda#20017
"Corn flour, yellow, degermed",http://idea.rpi.edu/heals/kb/usda#20018
"Corn flour, masa, unenriched",http://idea.rpi.edu/heals/kb/usda#20019
"Cornmeal, whole-grain, yellow",http://idea.rpi.edu/heals/kb/usda#20020
"Cornmeal, degermed, enriched",http://idea.rpi.edu/heals/kb/usda#20022
"Cornmeal, yellow, self-rising",http://idea.rpi.edu/heals/kb/usda#20023
Cornstarch,http://idea.rpi.edu/heals/kb/usda#20027
"Couscous, dry",http://idea.rpi.edu/heals/kb/usda#20028
"Couscous, cooked",http://idea.rpi.edu/heals/kb/usda#20029
"Hominy, canned, white",http://idea.rpi.edu/heals/kb/usda#20030
"Millet, raw",http://idea.rpi.edu/heals/kb/usda#20031
"Millet, cooked",http://idea.rpi.edu/heals/kb/usda#20032
"Oat bran, raw",http://idea.rpi.edu/heals/kb/usda#20033
"Oat bran, cooked",http://idea.rpi.edu/heals/kb/usda#20034
"Quinoa, uncooked",http://idea.rpi.edu/heals/kb/usda#20035
"Rice, brown, long-grain",http://idea.rpi.edu/heals/kb/usda#20036
Oats ,http://idea.rpi.edu/heals/kb/usda#20038
"Rice, brown, medium-grain",http://idea.rpi.edu/heals/kb/usda#20040
"Rice, brown, parboiled",http://idea.rpi.edu/heals/kb/usda#20042
"Rice, white, long-grain",http://idea.rpi.edu/heals/kb/usda#20044
"Rice, white, medium-grain",http://idea.rpi.edu/heals/kb/usda#20050
"Rice, white, short-grain",http://idea.rpi.edu/heals/kb/usda#20052
"Rice, white, glutinous",http://idea.rpi.edu/heals/kb/usda#20054
"Rice, white, steamed",http://idea.rpi.edu/heals/kb/usda#20058
"Rice bran, crude",http://idea.rpi.edu/heals/kb/usda#20060
"Rice flour, white, unenriched",http://idea.rpi.edu/heals/kb/usda#20061
Rye grain,http://idea.rpi.edu/heals/kb/usda#20062
"Rye flour, dark",http://idea.rpi.edu/heals/kb/usda#20063
"Rye flour, medium",http://idea.rpi.edu/heals/kb/usda#20064
"Rye flour, light",http://idea.rpi.edu/heals/kb/usda#20065
"Semolina, enriched",http://idea.rpi.edu/heals/kb/usda#20066
Sorghum grain,http://idea.rpi.edu/heals/kb/usda#20067
"Tapioca, pearl, dry",http://idea.rpi.edu/heals/kb/usda#20068
Triticale,http://idea.rpi.edu/heals/kb/usda#20069
"Triticale flour, whole-grain",http://idea.rpi.edu/heals/kb/usda#20070
"Wheat, hard red spring",http://idea.rpi.edu/heals/kb/usda#20071
"Wheat, hard red winter",http://idea.rpi.edu/heals/kb/usda#20072
"Wheat, soft red winter",http://idea.rpi.edu/heals/kb/usda#20073
"Wheat, hard white",http://idea.rpi.edu/heals/kb/usda#20074
"Wheat, soft white",http://idea.rpi.edu/heals/kb/usda#20075
"Wheat, durum",http://idea.rpi.edu/heals/kb/usda#20076
"Wheat bran, crude",http://idea.rpi.edu/heals/kb/usda#20077
"Wheat germ, crude",http://idea.rpi.edu/heals/kb/usda#20078
"Wheat flour, whole-grain ",http://idea.rpi.edu/heals/kb/usda#20080
"Wheat flour, white, all-purpose",http://idea.rpi.edu/heals/kb/usda#20081
"Wheat flour, white, bread",http://idea.rpi.edu/heals/kb/usda#20083
"Wheat flour, white, cake",http://idea.rpi.edu/heals/kb/usda#20084
"Wheat flour, white, tortilla mix",http://idea.rpi.edu/heals/kb/usda#20086
"Wheat, sprouted",http://idea.rpi.edu/heals/kb/usda#20087
"Wild rice, raw",http://idea.rpi.edu/heals/kb/usda#20088
"Wild rice, cooked",http://idea.rpi.edu/heals/kb/usda#20089
"Rice flour, brown",http://idea.rpi.edu/heals/kb/usda#20090
"Pasta, gluten-free, corn",http://idea.rpi.edu/heals/kb/usda#20091
"Pasta, fresh-refrigerated, plain",http://idea.rpi.edu/heals/kb/usda#20093
"Pasta, fresh-refrigerated, spinach",http://idea.rpi.edu/heals/kb/usda#20095
"Pasta, homemade, made with egg",http://idea.rpi.edu/heals/kb/usda#20097
"Pasta, homemade, made without egg",http://idea.rpi.edu/heals/kb/usda#20098
"Macaroni, vegetable, enriched",http://idea.rpi.edu/heals/kb/usda#20105
"Noodles, egg, dry",http://idea.rpi.edu/heals/kb/usda#20109
"Noodles, egg, enriched",http://idea.rpi.edu/heals/kb/usda#20110
"Noodles, egg, spinach",http://idea.rpi.edu/heals/kb/usda#20111
"Noodles, chinese, chow mein",http://idea.rpi.edu/heals/kb/usda#20113
"Noodles, japanese, soba",http://idea.rpi.edu/heals/kb/usda#20114
"Noodles, japanese, somen",http://idea.rpi.edu/heals/kb/usda#20116
"Noodles, flat, crunchy",http://idea.rpi.edu/heals/kb/usda#20118
"Pasta, dry, enriched",http://idea.rpi.edu/heals/kb/usda#20120
macaroni product,http://idea.rpi.edu/heals/kb/usda#20120
spaghetti,http://idea.rpi.edu/heals/kb/usda#20120
elbow macaroni,http://idea.rpi.edu/heals/kb/usda#20120
lasagna,http://idea.rpi.edu/heals/kb/usda#20120
penne,http://idea.rpi.edu/heals/kb/usda#20120
rotini,http://idea.rpi.edu/heals/kb/usda#20120
farfalle,http://idea.rpi.edu/heals/kb/usda#20120
shells,http://idea.rpi.edu/heals/kb/usda#20120
"Pasta, cooked, enriched",http://idea.rpi.edu/heals/kb/usda#20121
macaroni product,http://idea.rpi.edu/heals/kb/usda#20121
spaghetti,http://idea.rpi.edu/heals/kb/usda#20121
elbow macaroni,http://idea.rpi.edu/heals/kb/usda#20121
rotini,http://idea.rpi.edu/heals/kb/usda#20121
lasagna,http://idea.rpi.edu/heals/kb/usda#20121
farfalle,http://idea.rpi.edu/heals/kb/usda#20121
shells,http://idea.rpi.edu/heals/kb/usda#20121
penne,http://idea.rpi.edu/heals/kb/usda#20121
"Pasta, whole-wheat, dry ",http://idea.rpi.edu/heals/kb/usda#20124
spaghetti,http://idea.rpi.edu/heals/kb/usda#20124
elbow macaroni,http://idea.rpi.edu/heals/kb/usda#20124
penne,http://idea.rpi.edu/heals/kb/usda#20124
farfalle,http://idea.rpi.edu/heals/kb/usda#20124
lasagna,http://idea.rpi.edu/heals/kb/usda#20124
shells,http://idea.rpi.edu/heals/kb/usda#20124
macaroni product,http://idea.rpi.edu/heals/kb/usda#20124
"Pasta, whole-wheat, cooked ",http://idea.rpi.edu/heals/kb/usda#20125
macaroni product,http://idea.rpi.edu/heals/kb/usda#20125
spaghetti,http://idea.rpi.edu/heals/kb/usda#20125
elbow macaroni,http://idea.rpi.edu/heals/kb/usda#20125
penne,http://idea.rpi.edu/heals/kb/usda#20125
farfalle,http://idea.rpi.edu/heals/kb/usda#20125
lasagna,http://idea.rpi.edu/heals/kb/usda#20125
rotini,http://idea.rpi.edu/heals/kb/usda#20125
shells,http://idea.rpi.edu/heals/kb/usda#20125
"Spaghetti, spinach, dry",http://idea.rpi.edu/heals/kb/usda#20126
"Spaghetti, spinach, cooked",http://idea.rpi.edu/heals/kb/usda#20127
"Wheat flours, bread, unenriched",http://idea.rpi.edu/heals/kb/usda#20129
Barley flour or meal,http://idea.rpi.edu/heals/kb/usda#20130
Barley malt flour,http://idea.rpi.edu/heals/kb/usda#20131
"Oat flour, partially debranned",http://idea.rpi.edu/heals/kb/usda#20132
"Rice noodles, dry",http://idea.rpi.edu/heals/kb/usda#20133
"Rice noodles, cooked",http://idea.rpi.edu/heals/kb/usda#20134
"Pasta, whole grain, 51% whole wheat",http://idea.rpi.edu/heals/kb/usda#20135
macaroni product,http://idea.rpi.edu/heals/kb/usda#20135
spaghetti,http://idea.rpi.edu/heals/kb/usda#20135
elbow macaroni,http://idea.rpi.edu/heals/kb/usda#20135
farfalle,http://idea.rpi.edu/heals/kb/usda#20135
rotini,http://idea.rpi.edu/heals/kb/usda#20135
lasagna,http://idea.rpi.edu/heals/kb/usda#20135
shells,http://idea.rpi.edu/heals/kb/usda#20135
penne,http://idea.rpi.edu/heals/kb/usda#20135
"Quinoa, cooked",http://idea.rpi.edu/heals/kb/usda#20137
"Wheat, KAMUT khorasan, uncooked",http://idea.rpi.edu/heals/kb/usda#20138
khorassan wheat,http://idea.rpi.edu/heals/kb/usda#20138
"Wheat, KAMUT khorasan, cooked",http://idea.rpi.edu/heals/kb/usda#20139
khorassan wheat,http://idea.rpi.edu/heals/kb/usda#20139
"Spelt, uncooked",http://idea.rpi.edu/heals/kb/usda#20140
"Spelt, cooked",http://idea.rpi.edu/heals/kb/usda#20141
"Teff, uncooked",http://idea.rpi.edu/heals/kb/usda#20142
"Teff, cooked",http://idea.rpi.edu/heals/kb/usda#20143
"Noodles, egg, cooked",http://idea.rpi.edu/heals/kb/usda#20310
"Corn grain, white",http://idea.rpi.edu/heals/kb/usda#20314
dent corn,http://idea.rpi.edu/heals/kb/usda#20314
field corn,http://idea.rpi.edu/heals/kb/usda#20314
"Corn flour, whole-grain, blue ",http://idea.rpi.edu/heals/kb/usda#20315
"Corn flour, whole-grain, white",http://idea.rpi.edu/heals/kb/usda#20316
"Corn flour, yellow, masa",http://idea.rpi.edu/heals/kb/usda#20317
"Cornmeal, whole-grain, white",http://idea.rpi.edu/heals/kb/usda#20320
"Cornmeal, white, self-rising",http://idea.rpi.edu/heals/kb/usda#20323
"Hominy, canned, yellow",http://idea.rpi.edu/heals/kb/usda#20330
"Noodles, egg, unenriched",http://idea.rpi.edu/heals/kb/usda#20410
"Pasta, dry, unenriched",http://idea.rpi.edu/heals/kb/usda#20420
macaroni product,http://idea.rpi.edu/heals/kb/usda#20420
spaghetti,http://idea.rpi.edu/heals/kb/usda#20420
elbow macaroni,http://idea.rpi.edu/heals/kb/usda#20420
lasagna,http://idea.rpi.edu/heals/kb/usda#20420
rotini,http://idea.rpi.edu/heals/kb/usda#20420
shells,http://idea.rpi.edu/heals/kb/usda#20420
farfalle,http://idea.rpi.edu/heals/kb/usda#20420
penne,http://idea.rpi.edu/heals/kb/usda#20420
"Pasta, cooked, unenriched",http://idea.rpi.edu/heals/kb/usda#20421
macaroni product,http://idea.rpi.edu/heals/kb/usda#20421
