str,Resource
"Beans, pinto, immature seeds",http://idea.rpi.edu/heals/kb/usda#11048
"Beans, shellie, canned",http://idea.rpi.edu/heals/kb/usda#11050
"Beans, snap, green",http://idea.rpi.edu/heals/kb/usda#11052
"Beans, snap, canned",http://idea.rpi.edu/heals/kb/usda#11058
"Beets, raw",http://idea.rpi.edu/heals/kb/usda#11080
"Beets, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11081
"Beets, canned, regular pack",http://idea.rpi.edu/heals/kb/usda#11082
"Beets, canned, drained solids",http://idea.rpi.edu/heals/kb/usda#11084
"Beet greens, raw",http://idea.rpi.edu/heals/kb/usda#11086
"Beet greens, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11087
"Broadbeans, immature seeds, raw",http://idea.rpi.edu/heals/kb/usda#11088
"Broadbeans, immature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#11089
"Broccoli, raw",http://idea.rpi.edu/heals/kb/usda#11090
"Broccoli, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11091
"Broccoli, frozen, chopped",http://idea.rpi.edu/heals/kb/usda#11092
"Broccoli, frozen, spears",http://idea.rpi.edu/heals/kb/usda#11094
"Broccoli raab, raw",http://idea.rpi.edu/heals/kb/usda#11096
Broccoli rabe,http://idea.rpi.edu/heals/kb/usda#11096
Rapini,http://idea.rpi.edu/heals/kb/usda#11096
"Broccoli raab, cooked",http://idea.rpi.edu/heals/kb/usda#11097
Broccoli rabe,http://idea.rpi.edu/heals/kb/usda#11097
Rapini,http://idea.rpi.edu/heals/kb/usda#11097
"Brussels sprouts, raw",http://idea.rpi.edu/heals/kb/usda#11098
"Brussels sprouts, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11099
"Brussels sprouts, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11100
"Brussels sprouts, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11101
"Burdock root, raw",http://idea.rpi.edu/heals/kb/usda#11104
"Burdock root, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11105
"Butterbur, , raw",http://idea.rpi.edu/heals/kb/usda#11106
"Butterbur, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11107
"Butterbur, canned",http://idea.rpi.edu/heals/kb/usda#11108
"Cabbage, raw",http://idea.rpi.edu/heals/kb/usda#11109
"Cabbage, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11110
"Cabbage, red, raw",http://idea.rpi.edu/heals/kb/usda#11112
"Cabbage, red, cooked",http://idea.rpi.edu/heals/kb/usda#11113
"Cabbage, savoy, raw",http://idea.rpi.edu/heals/kb/usda#11114
"Cabbage, savoy, cooked",http://idea.rpi.edu/heals/kb/usda#11115
"Cabbage, chinese, raw",http://idea.rpi.edu/heals/kb/usda#11116
pak choi,http://idea.rpi.edu/heals/kb/usda#11116
bok choy,http://idea.rpi.edu/heals/kb/usda#11116
"Cabbage, chinese, cooked",http://idea.rpi.edu/heals/kb/usda#11117
bok choy,http://idea.rpi.edu/heals/kb/usda#11117
pak choi,http://idea.rpi.edu/heals/kb/usda#11117
"Cabbage, kimchi",http://idea.rpi.edu/heals/kb/usda#11118
"Cardoon, raw",http://idea.rpi.edu/heals/kb/usda#11122
"Cardoon, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11123
"Carrots, raw",http://idea.rpi.edu/heals/kb/usda#11124
"Carrots, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11125
"Carrots, canned, regular pack",http://idea.rpi.edu/heals/kb/usda#11126
"Carrots, frozen, unprepared ",http://idea.rpi.edu/heals/kb/usda#11130
"Carrots, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11131
"Cassava, raw",http://idea.rpi.edu/heals/kb/usda#11134
"Cauliflower, raw",http://idea.rpi.edu/heals/kb/usda#11135
"Cauliflower, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11136
"Cauliflower, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11137
"Cauliflower, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11138
"Celeriac, raw",http://idea.rpi.edu/heals/kb/usda#11141
"Celeriac, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11142
"Celery, raw",http://idea.rpi.edu/heals/kb/usda#11143
"Celery, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11144
"Celtuce, raw",http://idea.rpi.edu/heals/kb/usda#11145
"Chard, swiss, raw",http://idea.rpi.edu/heals/kb/usda#11147
"Chard, swiss, cooked",http://idea.rpi.edu/heals/kb/usda#11148
"Chayote, fruit, raw",http://idea.rpi.edu/heals/kb/usda#11149
christophine,http://idea.rpi.edu/heals/kb/usda#11149
"Chayote, fruit, cooked",http://idea.rpi.edu/heals/kb/usda#11150
christophine,http://idea.rpi.edu/heals/kb/usda#11150
"Chicory, witloof, raw",http://idea.rpi.edu/heals/kb/usda#11151
"Chicory greens, raw",http://idea.rpi.edu/heals/kb/usda#11152
"Chicory roots, raw",http://idea.rpi.edu/heals/kb/usda#11154
"Chives, raw",http://idea.rpi.edu/heals/kb/usda#11156
"Chrysanthemum, garland, raw",http://idea.rpi.edu/heals/kb/usda#11157
"Chrysanthemum, garland, cooked",http://idea.rpi.edu/heals/kb/usda#11158
"Collards, raw",http://idea.rpi.edu/heals/kb/usda#11161
"Collards, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11162
"Collards, frozen, chopped",http://idea.rpi.edu/heals/kb/usda#11163
"Coriander  leaves, raw",http://idea.rpi.edu/heals/kb/usda#11165
Chinese parsley,http://idea.rpi.edu/heals/kb/usda#11165
raw,http://idea.rpi.edu/heals/kb/usda#11165
Cilantro,http://idea.rpi.edu/heals/kb/usda#11165
raw,http://idea.rpi.edu/heals/kb/usda#11165
"Corn, sweet, yellow",http://idea.rpi.edu/heals/kb/usda#11167
"Corn, yellow, whole kernel",http://idea.rpi.edu/heals/kb/usda#11182
"Corn with red and green peppers, canned, solids and liquids",http://idea.rpi.edu/heals/kb/usda#11184
"Cornsalad, raw",http://idea.rpi.edu/heals/kb/usda#11190
"Cowpeas , immature seeds, raw",http://idea.rpi.edu/heals/kb/usda#11191
"Cowpeas , immature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#11192
"Cowpeas , immature seeds, frozen",http://idea.rpi.edu/heals/kb/usda#11195
"Cowpeas, young pods with seeds, raw",http://idea.rpi.edu/heals/kb/usda#11197
"Cowpeas, young pods with seeds, cooked",http://idea.rpi.edu/heals/kb/usda#11198
"Yardlong bean, raw",http://idea.rpi.edu/heals/kb/usda#11199
"Yardlong bean, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11200
"Cowpeas, leafy tips, raw",http://idea.rpi.edu/heals/kb/usda#11201
"Cowpeas, leafy tips, cooked",http://idea.rpi.edu/heals/kb/usda#11202
"Cress, garden, raw",http://idea.rpi.edu/heals/kb/usda#11203
"Cress, garden, cooked",http://idea.rpi.edu/heals/kb/usda#11204
"Cucumber, with peel, raw",http://idea.rpi.edu/heals/kb/usda#11205
"Cucumber, peeled, raw",http://idea.rpi.edu/heals/kb/usda#11206
"Dandelion greens, raw",http://idea.rpi.edu/heals/kb/usda#11207
"Dandelion greens, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11208
"Eggplant, raw",http://idea.rpi.edu/heals/kb/usda#11209
"Eggplant, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11210
"Edamame, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11211
"Edamame, frozen, prepared",http://idea.rpi.edu/heals/kb/usda#11212
"Endive, raw",http://idea.rpi.edu/heals/kb/usda#11213
"Escarole, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11214
"Garlic, raw",http://idea.rpi.edu/heals/kb/usda#11215
"Ginger root, raw",http://idea.rpi.edu/heals/kb/usda#11216
"Gourd, white-flowered , raw",http://idea.rpi.edu/heals/kb/usda#11218
"Gourd, white-flowered , cooked",http://idea.rpi.edu/heals/kb/usda#11219
"Gourd, dishcloth , raw",http://idea.rpi.edu/heals/kb/usda#11220
"Gourd, dishcloth , cooked",http://idea.rpi.edu/heals/kb/usda#11221
"Drumstick leaves, raw",http://idea.rpi.edu/heals/kb/usda#11222
Harseradish tree leaves,http://idea.rpi.edu/heals/kb/usda#11222
"Drumstick leaves, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11223
Horseradish-tree,http://idea.rpi.edu/heals/kb/usda#11223
"Hyacinth-beans, immature seeds, raw",http://idea.rpi.edu/heals/kb/usda#11224
"Hyacinth-beans, immature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#11225
"Jerusalem-artichokes, raw",http://idea.rpi.edu/heals/kb/usda#11226
Sunchokes,http://idea.rpi.edu/heals/kb/usda#11226
"Jew's ear, , raw",http://idea.rpi.edu/heals/kb/usda#11228
"Pepeao, dried",http://idea.rpi.edu/heals/kb/usda#11230
"Jute, potherb, raw",http://idea.rpi.edu/heals/kb/usda#11231
"Jute, potherb, cooked",http://idea.rpi.edu/heals/kb/usda#11232
"Kale, raw",http://idea.rpi.edu/heals/kb/usda#11233
"Kale, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11234
"Kale, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11235
"Kale, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11236
"Kanpyo, ",http://idea.rpi.edu/heals/kb/usda#11237
"Mushrooms, shiitake, raw",http://idea.rpi.edu/heals/kb/usda#11238
"Mushrooms, Chanterelle, raw",http://idea.rpi.edu/heals/kb/usda#11239
"Mushrooms, morel, raw",http://idea.rpi.edu/heals/kb/usda#11240
"Kohlrabi, raw",http://idea.rpi.edu/heals/kb/usda#11241
"Kohlrabi, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11242
"Mushrooms, portabella, grilled",http://idea.rpi.edu/heals/kb/usda#11243
Portobello,http://idea.rpi.edu/heals/kb/usda#11243
"Lambsquarters, raw",http://idea.rpi.edu/heals/kb/usda#11244
"Lambsquarters, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11245
"Leeks, , raw",http://idea.rpi.edu/heals/kb/usda#11246
"Leeks, , cooked",http://idea.rpi.edu/heals/kb/usda#11247
"Lentils, sprouted, raw",http://idea.rpi.edu/heals/kb/usda#11248
"Lentils, sprouted, cooked",http://idea.rpi.edu/heals/kb/usda#11249
"Lettuce, butterhead , raw",http://idea.rpi.edu/heals/kb/usda#11250
"Lettuce, cos or romaine, raw",http://idea.rpi.edu/heals/kb/usda#11251
"Lettuce, iceberg , raw",http://idea.rpi.edu/heals/kb/usda#11252
"Lettuce, green leaf, raw",http://idea.rpi.edu/heals/kb/usda#11253
"Lotus root, raw",http://idea.rpi.edu/heals/kb/usda#11254
"Lotus root, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11255
"Lettuce, red leaf, raw",http://idea.rpi.edu/heals/kb/usda#11257
"Mountain yam, hawaii, raw",http://idea.rpi.edu/heals/kb/usda#11258
"Mountain yam, hawaii, cooked",http://idea.rpi.edu/heals/kb/usda#11259
"Mushrooms, white, raw",http://idea.rpi.edu/heals/kb/usda#11260
"Mushrooms, white, cooked",http://idea.rpi.edu/heals/kb/usda#11261
"Mushrooms, white, stir-fried",http://idea.rpi.edu/heals/kb/usda#11263
"Mushrooms, canned, drained solids",http://idea.rpi.edu/heals/kb/usda#11264
"Mushrooms, portabella, raw",http://idea.rpi.edu/heals/kb/usda#11265
Portabello,http://idea.rpi.edu/heals/kb/usda#11265
"Mushrooms, brown, italian",http://idea.rpi.edu/heals/kb/usda#11266
"Mushrooms, shiitake, stir-fried",http://idea.rpi.edu/heals/kb/usda#11267
"Mushrooms, shiitake, dried",http://idea.rpi.edu/heals/kb/usda#11268
"Mushrooms, shiitake, cooked",http://idea.rpi.edu/heals/kb/usda#11269
"Mustard greens, raw",http://idea.rpi.edu/heals/kb/usda#11270
"Mustard greens, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11271
"Mustard greens, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11272
"Mustard greens, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11273
"Mustard spinach, , raw",http://idea.rpi.edu/heals/kb/usda#11274
"Mustard spinach, , cooked",http://idea.rpi.edu/heals/kb/usda#11275
"New Zealand spinach, raw",http://idea.rpi.edu/heals/kb/usda#11276
"New Zealand spinach, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11277
"Okra, raw",http://idea.rpi.edu/heals/kb/usda#11278
"Okra, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11279
"Okra, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11280
"Okra, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11281
"Onions, raw",http://idea.rpi.edu/heals/kb/usda#11282
"Onions, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11283
"Onions, dehydrated flakes",http://idea.rpi.edu/heals/kb/usda#11284
"Onions, canned, solids and liquids",http://idea.rpi.edu/heals/kb/usda#11285
"Onions, yellow, sauteed",http://idea.rpi.edu/heals/kb/usda#11286
"Onions, frozen, chopped",http://idea.rpi.edu/heals/kb/usda#11287
"Onions, frozen, whole",http://idea.rpi.edu/heals/kb/usda#11289
"Onions, spring or scallions , raw",http://idea.rpi.edu/heals/kb/usda#11291
"Onions, young green, tops only",http://idea.rpi.edu/heals/kb/usda#11292
"Onions, welsh, raw",http://idea.rpi.edu/heals/kb/usda#11293
"Onions, sweet, raw",http://idea.rpi.edu/heals/kb/usda#11294
"Onion rings, breaded, par fried",http://idea.rpi.edu/heals/kb/usda#11295
"Parsley, fresh",http://idea.rpi.edu/heals/kb/usda#11297
"Parsnips, raw",http://idea.rpi.edu/heals/kb/usda#11298
"Parsnips, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11299
"Peas, edible-podded, raw",http://idea.rpi.edu/heals/kb/usda#11300
Snowpeas,http://idea.rpi.edu/heals/kb/usda#11300
Sugar snap peas,http://idea.rpi.edu/heals/kb/usda#11300
"Peas, edible-podded, boiled",http://idea.rpi.edu/heals/kb/usda#11301
Sugar snap peas,http://idea.rpi.edu/heals/kb/usda#11301
Snowpeas,http://idea.rpi.edu/heals/kb/usda#11301
"Peas, edible-podded, frozen",http://idea.rpi.edu/heals/kb/usda#11302
Sugar snap peas,http://idea.rpi.edu/heals/kb/usda#11302
Snowpeas,http://idea.rpi.edu/heals/kb/usda#11302
"Peas, green, raw",http://idea.rpi.edu/heals/kb/usda#11304
"Peas, green, cooked",http://idea.rpi.edu/heals/kb/usda#11305
"Peas, green, canned",http://idea.rpi.edu/heals/kb/usda#11306
"Peas, green , canned",http://idea.rpi.edu/heals/kb/usda#11308
"Peas, green, frozen",http://idea.rpi.edu/heals/kb/usda#11312
"Peas, mature seeds, sprouted",http://idea.rpi.edu/heals/kb/usda#11316
"Peas and carrots, canned, regular pack",http://idea.rpi.edu/heals/kb/usda#11318
"Peas and carrots, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11322
"Peas and carrots, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11323
"Peas and onions, canned, solids and liquids",http://idea.rpi.edu/heals/kb/usda#11324
"Peas and onions, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11326
"Peas and onions, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11327
"Peppers, hot chili, green",http://idea.rpi.edu/heals/kb/usda#11329
"Peppers, sweet, green",http://idea.rpi.edu/heals/kb/usda#11333
"Pigeonpeas, immature seeds, raw",http://idea.rpi.edu/heals/kb/usda#11344
"Pigeonpeas, immature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#11345
Poi,http://idea.rpi.edu/heals/kb/usda#11349
"Pokeberry shoots, , raw",http://idea.rpi.edu/heals/kb/usda#11350
"Pokeberry shoots, , cooked",http://idea.rpi.edu/heals/kb/usda#11351
"Potatoes, flesh and skin, raw",http://idea.rpi.edu/heals/kb/usda#11352
"Potatoes, russet, flesh and skin",http://idea.rpi.edu/heals/kb/usda#11353
"Potatoes, white, flesh and skin",http://idea.rpi.edu/heals/kb/usda#11354
"Potatoes, red, flesh and skin",http://idea.rpi.edu/heals/kb/usda#11355
"Potatoes, Russet, flesh and skin",http://idea.rpi.edu/heals/kb/usda#11356
"Potatoes, french fried, crinkle or regular cut",http://idea.rpi.edu/heals/kb/usda#11359
"Potatoes, roasted, salt added in processing",http://idea.rpi.edu/heals/kb/usda#11361
"Potatoes, raw, skin",http://idea.rpi.edu/heals/kb/usda#11362
"Potatoes, baked, flesh",http://idea.rpi.edu/heals/kb/usda#11363
"Potatoes, baked, skin",http://idea.rpi.edu/heals/kb/usda#11364
"Potatoes, boiled, cooked in skin",http://idea.rpi.edu/heals/kb/usda#11365
"Potatoes, boiled, cooked without skin",http://idea.rpi.edu/heals/kb/usda#11367
"Potatoes, microwaved, cooked in skin",http://idea.rpi.edu/heals/kb/usda#11368
"Potatoes, hash brown, home-prepared",http://idea.rpi.edu/heals/kb/usda#11370
Potatoes,http://idea.rpi.edu/heals/kb/usda#11370
hashed brown,http://idea.rpi.edu/heals/kb/usda#11370
"Potatoes, mashed, home-prepared",http://idea.rpi.edu/heals/kb/usda#11371
"Potatoes, scalloped, home-prepared with butter",http://idea.rpi.edu/heals/kb/usda#11372
"Potatoes, au gratin, home-prepared from recipe using butter",http://idea.rpi.edu/heals/kb/usda#11373
"Potatoes, canned, solids and liquids",http://idea.rpi.edu/heals/kb/usda#11374
"Potatoes, canned, drained solids",http://idea.rpi.edu/heals/kb/usda#11376
"Potatoes, mashed, dehydrated",http://idea.rpi.edu/heals/kb/usda#11378
"Potatoes, au gratin, dry mix",http://idea.rpi.edu/heals/kb/usda#11384
"Potatoes, scalloped, dry mix",http://idea.rpi.edu/heals/kb/usda#11386
"Potatoes, hash brown, frozen",http://idea.rpi.edu/heals/kb/usda#11390
Potatoes,http://idea.rpi.edu/heals/kb/usda#11390
hashed brown,http://idea.rpi.edu/heals/kb/usda#11390
"Potatoes, french fried, shoestring",http://idea.rpi.edu/heals/kb/usda#11394
"Potatoes, o'brien, frozen",http://idea.rpi.edu/heals/kb/usda#11396
"Potato puffs, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11398
"Potato puffs, frozen, oven-heated",http://idea.rpi.edu/heals/kb/usda#11399
"Potatoes, frozen, whole",http://idea.rpi.edu/heals/kb/usda#11401
"Potatoes, french fried, all types",http://idea.rpi.edu/heals/kb/usda#11402
"Potatoes, french fried, cottage-cut",http://idea.rpi.edu/heals/kb/usda#11406
"Potatoes, frozen, french fried",http://idea.rpi.edu/heals/kb/usda#11408
"Potato wedges, frozen ",http://idea.rpi.edu/heals/kb/usda#11410
"Potatoes, french fried, steak fries",http://idea.rpi.edu/heals/kb/usda#11411
Potato flour,http://idea.rpi.edu/heals/kb/usda#11413
"Potato salad, home-prepared",http://idea.rpi.edu/heals/kb/usda#11414
"Pumpkin flowers, raw",http://idea.rpi.edu/heals/kb/usda#11416
"Pumpkin flowers, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11417
"Pumpkin leaves, raw",http://idea.rpi.edu/heals/kb/usda#11418
"Pumpkin leaves, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11419
"Pumpkin, raw",http://idea.rpi.edu/heals/kb/usda#11422
"Pumpkin, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11423
"Pumpkin, canned, without salt",http://idea.rpi.edu/heals/kb/usda#11424
"Pumpkin pie mix, canned",http://idea.rpi.edu/heals/kb/usda#11426
"Purslane, raw",http://idea.rpi.edu/heals/kb/usda#11427
"Purslane, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11428
"Radishes, raw",http://idea.rpi.edu/heals/kb/usda#11429
"Radishes, oriental, raw",http://idea.rpi.edu/heals/kb/usda#11430
"Radishes, oriental, cooked",http://idea.rpi.edu/heals/kb/usda#11431
"Radishes, oriental, dried",http://idea.rpi.edu/heals/kb/usda#11432
"Rutabagas, raw",http://idea.rpi.edu/heals/kb/usda#11435
"Rutabagas, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11436
"Salsify, , raw",http://idea.rpi.edu/heals/kb/usda#11437
"Salsify, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11438
"Sauerkraut, canned, solids and liquids",http://idea.rpi.edu/heals/kb/usda#11439
"Seaweed, agar, raw",http://idea.rpi.edu/heals/kb/usda#11442
"Seaweed, irishmoss, raw",http://idea.rpi.edu/heals/kb/usda#11444
"Seaweed, kelp, raw",http://idea.rpi.edu/heals/kb/usda#11445
"Seaweed, laver, raw",http://idea.rpi.edu/heals/kb/usda#11446
"Sesbania flower, raw",http://idea.rpi.edu/heals/kb/usda#11447
"Sesbania flower, cooked, steamed",http://idea.rpi.edu/heals/kb/usda#11448
"Soybeans, green, raw",http://idea.rpi.edu/heals/kb/usda#11450
"Soybeans, green, cooked",http://idea.rpi.edu/heals/kb/usda#11451
"Soybeans, mature seeds, sprouted",http://idea.rpi.edu/heals/kb/usda#11452
"Spinach, raw",http://idea.rpi.edu/heals/kb/usda#11457
"Spinach, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11458
"Spinach, canned, regular pack",http://idea.rpi.edu/heals/kb/usda#11459
"Spinach, frozen, chopped or leaf",http://idea.rpi.edu/heals/kb/usda#11463
"Squash, summer, crookneck and straightneck",http://idea.rpi.edu/heals/kb/usda#11467
"Squash, summer, scallop",http://idea.rpi.edu/heals/kb/usda#11475
"Squash, summer, zucchini",http://idea.rpi.edu/heals/kb/usda#11477
"Squash, winter, acorn",http://idea.rpi.edu/heals/kb/usda#11482
"Squash, winter, butternut",http://idea.rpi.edu/heals/kb/usda#11485
"Squash, winter, hubbard",http://idea.rpi.edu/heals/kb/usda#11489
"Squash, winter, spaghetti",http://idea.rpi.edu/heals/kb/usda#11492
"Succotash, , raw",http://idea.rpi.edu/heals/kb/usda#11495
"Succotash, , cooked",http://idea.rpi.edu/heals/kb/usda#11496
"Succotash, , canned",http://idea.rpi.edu/heals/kb/usda#11497
"Succotash, , frozen",http://idea.rpi.edu/heals/kb/usda#11501
"Water convolvulus,raw",http://idea.rpi.edu/heals/kb/usda#11503
kangkong,http://idea.rpi.edu/heals/kb/usda#11503
water spinach,http://idea.rpi.edu/heals/kb/usda#11503
"Water convolvulus, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11504
Kangkong,http://idea.rpi.edu/heals/kb/usda#11504
Water spinach,http://idea.rpi.edu/heals/kb/usda#11504
"Sweet potato leaves, raw",http://idea.rpi.edu/heals/kb/usda#11505
Sweetpotato leaves,http://idea.rpi.edu/heals/kb/usda#11505
"Sweet potato leaves, cooked, steamed",http://idea.rpi.edu/heals/kb/usda#11506
Sweetpotato leaves,http://idea.rpi.edu/heals/kb/usda#11506
"Sweet potato, raw, unprepared ",http://idea.rpi.edu/heals/kb/usda#11507
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11507
"Sweet potato, cooked, baked in skin",http://idea.rpi.edu/heals/kb/usda#11508
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11508
"Sweet potato, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11510
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11510
"Sweet potato, canned, vacuum pack",http://idea.rpi.edu/heals/kb/usda#11512
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11512
"Sweet potato, canned, mashed",http://idea.rpi.edu/heals/kb/usda#11514
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11514
"Sweet potato, frozen, unprepared ",http://idea.rpi.edu/heals/kb/usda#11516
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11516
"Sweet potato, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11517
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11517
"Taro, raw",http://idea.rpi.edu/heals/kb/usda#11518
"Taro, cooked, without salt",http://idea.rpi.edu/heals/kb/usda#11519
"Taro leaves, raw",http://idea.rpi.edu/heals/kb/usda#11520
"Taro leaves, cooked, steamed",http://idea.rpi.edu/heals/kb/usda#11521
"Taro shoots, raw",http://idea.rpi.edu/heals/kb/usda#11522
"Taro shoots, cooked, without salt",http://idea.rpi.edu/heals/kb/usda#11523
"Taro, tahitian, raw",http://idea.rpi.edu/heals/kb/usda#11525
"Taro, tahitian, cooked",http://idea.rpi.edu/heals/kb/usda#11526
"Tomatoes, green, raw",http://idea.rpi.edu/heals/kb/usda#11527
"Tomatoes, red, ripe",http://idea.rpi.edu/heals/kb/usda#11529
"Tomato juice, canned, with salt added",http://idea.rpi.edu/heals/kb/usda#11540
"Tomato products, canned, paste",http://idea.rpi.edu/heals/kb/usda#11546
"Tomato products, canned, puree",http://idea.rpi.edu/heals/kb/usda#11547
Tomato powder,http://idea.rpi.edu/heals/kb/usda#11548
"Tomato products, canned, sauce",http://idea.rpi.edu/heals/kb/usda#11549
"Tree fern, cooked, without salt",http://idea.rpi.edu/heals/kb/usda#11563
"Turnips, raw",http://idea.rpi.edu/heals/kb/usda#11564
"Turnips, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11565
"Turnips, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11566
"Turnips, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11567
"Turnip greens, raw",http://idea.rpi.edu/heals/kb/usda#11568
"Turnip greens, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11569
"Turnip greens, canned, solids and liquids",http://idea.rpi.edu/heals/kb/usda#11570
"Turnip greens, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11574
"Turnip greens, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11575
"Turnip greens and turnips, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11576
"Turnip greens and turnips, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11577
"Vegetable juice cocktail, canned",http://idea.rpi.edu/heals/kb/usda#11578
"Vegetables, mixed, canned",http://idea.rpi.edu/heals/kb/usda#11579
"Vegetables, mixed, frozen",http://idea.rpi.edu/heals/kb/usda#11583
"Vegetable juice cocktail, low sodium, canned",http://idea.rpi.edu/heals/kb/usda#11585
"Vinespinach, , raw",http://idea.rpi.edu/heals/kb/usda#11587
"Waterchestnuts, chinese, ",http://idea.rpi.edu/heals/kb/usda#11588
"Waterchestnuts, chinese, canned",http://idea.rpi.edu/heals/kb/usda#11590
"Watercress, raw",http://idea.rpi.edu/heals/kb/usda#11591
"Waxgourd, , raw",http://idea.rpi.edu/heals/kb/usda#11593
"Waxgourd, , cooked",http://idea.rpi.edu/heals/kb/usda#11594
"Winged beans, immature seeds, raw",http://idea.rpi.edu/heals/kb/usda#11595
"Winged beans, immature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#11596
"Winged bean leaves, raw",http://idea.rpi.edu/heals/kb/usda#11597
"Winged bean tuber, raw",http://idea.rpi.edu/heals/kb/usda#11599
"Yam, raw",http://idea.rpi.edu/heals/kb/usda#11601
"Yam, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11602
"Yambean, raw",http://idea.rpi.edu/heals/kb/usda#11603
"Yambean, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11604
"Beets, harvard, canned",http://idea.rpi.edu/heals/kb/usda#11605
"Beets, pickled, canned",http://idea.rpi.edu/heals/kb/usda#11609
"Borage, raw",http://idea.rpi.edu/heals/kb/usda#11613
"Borage, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11614
"Chives, freeze-dried",http://idea.rpi.edu/heals/kb/usda#11615
"Dock, raw",http://idea.rpi.edu/heals/kb/usda#11616
"Dock, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11617
"Eppaw, raw",http://idea.rpi.edu/heals/kb/usda#11618
